Fecha,Dialogo
"\""2022-07-01"," Muy bien, vamos. Tres y cuatro, siete. Vamos ahí, la primera fila, y ahora vamos. 

PREGUNTA"
"\""2022-07-01","Bueno, yo siento que se tiene que seguir escuchando a todos. El diálogo es permanente con todo el pueblo de México, no creo que en los últimos tiempos haya habido un gobierno que dialogue tanto con la gente, que esté cotidianamente recogiendo los sentimientos del pueblo. Sólo, que recuerde, el general Cárdenas y puede ser que otro presidente o gobierno, pero nosotros constantemente estamos en comunicación y dialogando.

En el tema de la violencia nosotros estamos convencidos de que no se puede enfrentar la violencia con la violencia, y estamos convencidos de que la paz es fruto de la justicia y estamos convencidos que no se puede enfrentar el mal con el mal, y estamos convencidos que fue un error grave, un crimen, el haber declarado la guerra a la delincuencia al inicio del gobierno de Calderón.

Y esto tiene que ver con nuestras convicciones. Nosotros somos humanistas, nosotros sostenemos que el ser humano no es malo por naturaleza, sino son las circunstancias las que llevan a algunos a tomar el camino de las conductas antisociales, que lo que tenemos que hacer es atender las causas de la violencia, que no se empobrezca al pueblo, que no se abandone a los jóvenes, que no haya una sociedad desigual, donde una minoría lo tiene todo y la inmensa mayoría carece hasta de lo más indispensable, que no haya, en pocas palabras, pecado social.

Y esto tiene que ver con la filosofía, con la doctrina, de todas las religiones y también del pensamiento filosófico laico, se puede probar científicamente.

Entonces, los adversarios nuestros, como no han podido imponerse, ahora están queriendo que nosotros entremos a una polémica con las Iglesias. No, hablando de lo mismo, amor y paz. 

Nos identificamos muy bien con el papa Francisco y también tenemos muy buenas relaciones con pastores, con ministros de otras Iglesias, pero ya estoy viendo la mano negra, ¿no?, de los conservadores que quieren ahora echarnos encima a las Iglesias. No, que nadie se confunda.

Si me piden que yo exprese cuál es mi dirigente social más admirado, al que respeto más por su entrega en favor de los desposeídos es Jesús Cristo, que, de acuerdo a mi interpretación teológica, encabezó un movimiento en favor de los pobres y por eso los poderosos de su época lo seguían, lo expiaban, lo llamaban alborotador, agitador del pueblo, y lo crucificaron. Y también por eso me identifico mucho con el papa Francisco.

Les voy a poner algo que acaba de decir el papa Francisco, porque todo esto pasa como de noche. A ver si me consigues un fragmento de una entrevista que le hicieron en Argentina o un periodista argentino, una periodista, es un párrafo donde habla de los problemas de América Latina.

Pero es cosa también de buscar, lo recomiendo, su discurso de Ciudad Juárez, sus homilías o discursos cuando visitó México. Ningún dirigente político, religioso, había hablado con tanta claridad sobre los problemas de México como lo hizo el papa Francisco en esa visita, pero como no les convenía a los de las élites, no se difundió nada, toda la crónica de su visita tuvo que ver con generalidades, que lo jaló una niña, que llegó mucha gente, pero sus intervenciones no se difundieron. Y eso que él dijo en ese entonces lo suscribimos nosotros, desde nuestra postura de Estado laico. 

Entonces, no podemos nosotros confrontarnos con ninguna Iglesia. Y que los del PAN y del PRI y de otros partidos, y Claudio X. González y los que están molestos porque tenían el negocio del aeropuerto y no se les hizo, los que ahora tienen que pagar impuestos y antes no pagaban, los que se sienten ofendidos porque actúan como fifís… Que no lo son también, porque para ser fifí, como dicen en Veracruz, le zumba, o sea, tienen que tener avión propio, yate, vivir en Las Lomas, en Santa Fe, pero en La Toscana, en el Pedregal, nada de que si vives en la del Valle ya eres fifí, no, no, no, o sea, hay niveles.

Entonces, que nadie se ofenda, estamos hablando de los potentados. Y eso también, no de todos, porque hay gente que tiene dinero porque ha trabajado, y además invierten y generan empleos, y merecen respeto, y no todo el que tiene es malvado, estos son los ultraconservadores, muy reaccionarios, que se sienten superiores, son clasistas, racistas, ellos son los que están enojados, pero también se les va a ir quitando.

Y tenemos que hablar de esto para que las nuevas generaciones vayan haciendo a un lado todo ese pensamiento rancio y conservador, hasta los hijos de ellos, que conozcan una realidad distinga, que se salgan de esa burbuja de individualismo, de egoísmo, de sentirse superiores.

INTERLOCUTORA"
"\""2022-07-01"," No hay, llevamos muy buena relación con todas las Iglesias. Esto lo estoy viendo ahora porque los estrategas del conservadurismo están pendientes y están viendo por dónde, porque no les salen las cosas. 

Hacemos un aeropuerto, ‘es una central camionera, nadie lo usa’, como si no se necesitara un proceso, si no llevara tiempo, como cualquier obra. Negocios que se abren, que inician. ¿Cómo dicen los técnicos? El punto de equilibrio, ¿no? Lleva tiempo lograr el punto de equilibrio; pero no, en contra del aeropuerto, no tienen la nobleza de aceptar de que se trata de uno de los aeropuertos mejores del mundo, de los que últimamente se han construido, que lo hicieron el tiempo récord los ingenieros militares, que nos ahorramos 125 mil millones de pesos. 

La refinería, lo mismo, no tienen la nobleza de decir… Llevaba más de 40 años que no se hacía una refinería, una obra así en el sureste, con una inversión de, qué sé yo, 12 mil millones de dólares, que está todavía dando empleos a 30 mil obreros, una refinería para para procesar 340 mil barriles diarios. Claro que requiere de un proceso de prueba, pues ni modo que se inaugure, ya está el petróleo crudo entrando y ya se integra de inmediato todo el proceso, y ya se está produciendo gasolinas. Eso lleva tiempo, se necesitan integrar todas las plantas. Pero ya terminamos de instalar todas, todos los equipos en 600 hectáreas, en dos años y medio.

¿Quiénes hicieron esto?

Mexicanos del Instituto Mexicano del Petróleo, de Pemex y sobre todo obreros mexicanos, empresas mexicanas la mayoría de las empresas. Y no, no. 

Yo recuerdo que Calderón dijo que iba a construir una refinería. Me va a llevar un tiempecito explicarlo porque… Y ofrezco disculpas si se molestan ¿no? Porque no hay que olvidar que anuncian con bombo y platillo de que van a construir una refinería y, como tenían a todos los medios apergollados, fue una gran propaganda.

Y pusieron a competir a los estados para ver qué estado ofrecía las mejores condiciones. Y ahí van los gobernadores todos, a ofrecer"
"\""2022-07-01"," Se quedó y lo pagaron bien, bien, se rayaron.

Entonces, en todos lados pusieron a competir, entonces tardó un tiempo, y los medios, hasta que deciden que van a hacer la refinería, también en una ceremonia, en Tula. Compran el terreno, ¿y qué hicieron? La barda, pero ni siquiera la terminaron, y luego dicen"
"\""2022-07-01"," Claro que vamos a inaugurar el Tren Maya, es un asunto de Estado. No es posible que un grupo de intereses creados, corruptos, le causen daño al pueblo y a la nación, porque se trata de presupuesto público. Imagínense lo que se está perdiendo cada día que pasa. Entonces, sí, vamos a terminar.

Pero, a ver, el papa ¿qué dijo?

(INICIA VIDEO)

PAPA FRANCISCO"
"\""2022-07-01"," Es una idea que se tiene equivocada. Nosotros lo que estamos atendiendo son las causas de la violencia. No se hacía así, era el predominio de las medidas coercitivas, el uso de la fuerza, eso era lo que se ponía por delante y eso, regresando al papa, es antirreligioso, todo lo que tiene que ver con la violencia, y en especial es anticristiano, teológicamente hablando.

No puede, con todo respeto lo digo, un sacerdote, un obispo, un pastor, decir que se debe responder la violencia con la violencia, es la ley del talión, es el ojo por ojo, el diente por diente. No.

Esto no significa que haya tolerancia, todos los días detenemos a delincuentes y, cuando no hay opciones, se dan enfrentamientos. Ayer en Sonora, detienen a tres delincuentes famosos, un grupo de soldados, y los tienen sometidos, retenidos y llegan 10 camionetas, 15, en número"
"\""2022-07-01"," No, no tenemos. 

INTERLOCUTORA"
"\""2022-07-01","Afortunadamente no, Bueno, puede ser, pero no nos informaron.

INTERLOCUTORA"
"\""2022-07-01"," No, se hizo en el presupuesto estimado, autorizado por el consejo de Pemex. Ese es otro asunto también, el querer descalificar la construcción de la refinería hablando o sosteniendo de que costó más de lo previsto. No, está en lo que se autorizó por parte del consejo de Pemex. Lo que sucede es que, si se le agregan los impuestos, se le agregan obras adicionales, como gasoductos y otro tipo de obras, pues sí es mayor el precio.

Pero, para nuestros adversarios, si esa refinería la iniciáramos hoy nos costaría 25 mil millones de dólares, y no la tendríamos cuando más se necesita. 

A diferencia de lo que pasa en otros países… A ver, ¿por qué no pones otra vez el…? Pongan de favor.

¿Tienen lo de Alazraki? A ver, pon lo de Alazraki y luego la lámina sobre inflación energética en el mundo. 

Y ofrecemos disculpas, porque ya nos dedicamos a presumir mucho, pero, si no, los de la prensa fifí conservadora, reaccionaria y corrupta siguen y siguen y siguen tratando de confundir.

Ah, aquí está, miren, fíjense"
"\""2022-07-01","Síguele, déjalo. Es que uno es el 20 y este es en el 22.

(INICIA VIDEO)

CARLOS ALAZRAKI"
"\""2022-07-01","Bueno, vamos adelante.

PREGUNTA"
"\""2022-07-01"," Sí.

INTERLOCUTOR"
"\""2022-07-01"," Sí, nosotros estamos dando seguimiento y apoyando en el caso de la falta de agua en Nuevo León.

Voy a pedir hoy un informe, porque la vez pasada, que se dio a conocer la manera en que se estaba ayudando y se estaba trabajando en coordinación con el gobierno del estado, se expuso también el consumo de agua de las empresas, de creo que 62, 63 empresas que tienen un consumo como de 500 litros por segundo que podrían ayudar para la escasez.

Tengo la información que, después de eso, ya estaban ayudando, pero después de que se informó sobre este asunto aquí, otros se sumaron a entregar agua.

Y no tengo información reciente. Voy hoy a hablar con el director de Conagua, con Germán Martínez, para que nos informe y, si te parece, de acuerdo a tu propuesta, mañana nosotros damos información al pueblo de Nuevo León sobre la situación de la escasez de agua.

Y nos da tiempo el día de hoy también para comunicarnos con el gobierno del estado y tener información para seguir actuando y si es necesario tomar otras medidas más drásticas. Porque no queremos imponer nada, tiene que ser por la razón, nada por la fuerza.

Y sí están ayudando los empresarios, pero también no es suficiente con el agua que ellos tienen asignada. También eso es importante que se sepa, que es muchísimo más lo que se requiere para consumo doméstico.

Sí puede ayudar mucho, y quiero ver si ya se está implementando, el que el agua de la zona de riego, de la zona de los cítricos se está ya destinando para el uso doméstico, porque esa sí es una cantidad, es un volumen considerable.

Entonces, mañana, si te parece, damos un informe y se aclara si existe control de la potabilización del agua, si hay pues vigilancia para que sea agua sana, y que no vaya a generarse un problema mayor. Si te parece lo hacemos así.

INTERLOCUTOR"
"\""2022-07-01"," Viene Germán Martínez mañana a informarnos.

PREGUNTA"
"\""2022-07-01"," No hay problema, vamos muy bien.

INTERLOCUTOR"
"\""2022-07-01"," Sí, pero más que nada la reunión tiene carácter bilateral. Vamos a tratar asuntos de México y de Estados Unidos, desde luego tomando, en cuenta a Canadá y a toda América, pero es una reunión bilateral. Tenemos una cumbre para tratar los asuntos del acuerdo comercial, del tratado, en noviembre en México viene el primer ministro Trudeau y viene el presidente Biden.

INTERVENCIÓN"
"\""2022-07-01"," En noviembre. Pero eso es para el tratado.

La reunión del día 12, los encuentros, porque van a ser dos o tres, tienen que ver con asuntos de integración, de mayor integración económica con respecto a las soberanías, el tema migratorio, la inversión para el desarrollo, las visas de trabajo y otros asuntos.

INTERLOCUTOR"
"\""2022-07-01","Bueno, salimos el lunes, consideramos que nos alcanza el martes y nos regresamos por la tarde el miércoles. 

INTERLOCUTOR"
"\""2022-07-01"," Pues es más de lo mismo, es la campaña de desprestigio en contra del Gobierno de México.

Estas asociaciones que hay de todo tipo, que aparecen cuando no les gusta un gobierno o no les conviene un gobierno o protegen a medios de información de México, que están también molestos porque ya no reciben subvenciones o el dinero de publicidad que se les daba. Pero esto es así, no es para rasgarse las vestiduras.

Hace unos días di a conocer un encarte del New York Times hablando del superpolicía Genaro García Luna, y es el New York Times; y el Financial Times hace lo mismo y el Wall Street Journal y todos.

O sea, estamos hablando esto de Assange. ¿Qué, no vale la pena que se ocupe el New York Times del asunto, o el Washington Post o el Financial Times o El País, y convocar a un encuentro de la prensa más importante del mundo para exhortar, para pedir, para llamar a que se le otorgue un indulto a Assange? Si no lo hace, van a quedar manchados.

Y hay que empezar con la campaña que, si lo llevan a Estados Unidos y lo condenan a pena máxima y a morir en prisión, hay que empezar la campaña de que se desmonte la Estatua de La Libertad que entregaron los franceses y que está en Nueva York, porque ya no es símbolo de libertad.

INTERLOCUTOR"
"\""2022-07-01"," Sí, lo voy a tratar con él. Lo traté con el presidente Trump, le mandé un escrito. Pero no puede haber silencio.

A nosotros nos consta, los cables que dio a conocer hablan del fraude del 2006, de cómo fueron distintos personajes a la embajada de Estados Unidos en México a confesarse. Esto que les estoy planteando del cardenal, ahí viene. 

Y no sólo es México, es todo el mundo. Pero, además, cuando se dio a conocer esta información participaron varios medios, se pusieron de acuerdo en el mundo para dar a conocer toda la información porque consideraron que era un aporte a la defensa de los derechos humanos, a la libertad de expresión, para no continuar con el doble discurso, con las mentiras, con el estar declarando una cosa y estar haciendo otra. Entonces, ahora lo dejan solo.

Ya es muy tarde, ¿eh? Ya, lunes, hablamos bastante. Mañana, una lista, una, dos, tres, cuatro.

INTERVENCIÓN"
"\""2022-07-01"," Sin lista, bueno, mañana pues.

---
"
"\""2022-06-29","Buenos días.

Bueno, vamos a informar. Lo primero es enviar nuestras condolencias, lo hicimos ayer, para familiares de los migrantes que perdieron la vida en San Antonio Texas, en este tráiler, que todo parece que se asfixiaron. Y estamos pendientes, ayudando desde que tuvimos información, y le pedí al comisionado de nuestro país que les informara y que informara a toda la gente, a los mexicanos sobre este lamentable caso.

Y después tenemos, como todos los miércoles, el Quién es quién en las mentiras. Hoy estamos cumpliendo un año y es muy importante este ejercicio porque ayuda a que se garantice el derecho a la información y a una información veraz, apegada a la realidad.

Porque hay mucha manipulación en los medios, con honrosas excepciones como siempre, en periódicos, en programas de televisión, de radio, donde sí hay profesionalismo, hay ética, hay objetividad, profesionalismo; en el resto de los medios, en la mayoría de los medios, todos están alineados en contra nuestra. Y el fondo es que estos medios formaban parte del antiguo régimen, ya sea defendiendo la corrupción de manera abierta o simulando que se defendía al pueblo o a causas justas.

Porque lo de la defensa del pueblo, muy poquitos, ¿eh?, todos los periódicos en realidad, la prensa escrita, defensores del pueblo raso, de la mayoría de los mexicanos, muy pocos; la radio tampoco y la televisión menos, pero se simulaba.

El otro día me reía yo de que iban a llevar a cabo las reformas llamadas estructurales, prepararon el terreno. Me refiero a la reforma fiscal, a la reforma energética, a la reforma educativa, a la reforma de las telecomunicaciones. Y constantemente en un programa de radio, que no voy a mencionar porque se enojan mucho, se invitaba a expertos. Acuérdense que el presidente del INE era un experto también, omitía opiniones en un programa de radio, y así otros, todos terminaron como defensores del régimen.

Pero lo que me daba risa es que en ese programa justificaban lo de la reforma a las telecomunicaciones, a toda la legislación que tenía que ver con las telecomunicaciones, y repetían y repetían un término, una palabra, un concepto"
"\""2022-06-29","Bueno, tenemos mujer, hombre, hombre, mujer, hombre, usted y mujer.

PREGUNTA"
"\""2022-06-29"," Muy bien. Bueno, ¿te parece que vengas mañana y que, además de dar respuesta a tu planteamiento, nos aclare, ejerciendo su derecho de réplica. el subsecretario de Gobernación, Alejandro Encinas, y explique sobre esto? ¿Estás de acuerdo en eso?

INTERLOCUTORA"
"\""2022-06-29","Guardando, perdón, guardando la privacidad que pueda implicar riesgos.

INTERLOCUTORA"
"\""2022-06-29"," Nos vemos aquí mañana y que Alejandro nos informe de la mejor manera posible.

INTERLOCUTORA"
"\""2022-06-29"," Muy bien, vamos a esperar a que mañana venga Alejandro.

Y acerca de lo que estás planteando, pues sí, hay todavía asociación delictuosa, cada vez menos, porque no se tolera la impunidad. Muchos de los casos que todavía tenemos, como tú lo estás señalando, tiene que ver con la tolerancia y con la impunidad que se da en algunas regiones, algunos estados del país, pero se va a avanzando porque no se permite la impunidad arriba.

En el gobierno federal es cero impunidad, y cada vez es más evidente de cuando hay corrupción y hay impunidad en autoridades locales. Esto se manifiesta, como tú lo planteas, cuando no hay resultados en una fiscalía estatal, cuando en vez de disminuir los delitos, aumentan. 

Y el ejemplo que pusiste es muy bueno, lo de Veracruz. Cambió el fiscal, yo no sé si tenía vínculos con la delincuencia, pero es evidente, probable, demostrable, de que a partir de que hubo ese cambio mejoraron las cosas. No quiere decir que ya no haya violencia, pero sí fue notable el cambio.

Esto último de los asesinatos de los sacerdotes en Chihuahua merece una explicación de las autoridades locales, a fondo, porque ¿cómo es posible que con orden de aprehensión esta persona se moviera con toda libertad, que fuese patrocinador de un equipo de béisbol y que todo mundo supiera a que se dedicaba y no lo tocaran?, ¿por qué?, ¿cuál era su estatus? Tenía que haber ahí contubernio con autoridades.

Y aquí hemos hablado del tema, muchas veces esta convivencia perversa o ese contubernio surge de los apoyos que se dan en campañas políticas, estados que se descompusieron por completo porque para imponerse y hacer fraude hicieron acuerdos con grupos dedicados a la delincuencia, y crearon monstruos y toda una red de complicidades, de componendas.

Entonces, sí tienes mucha razón, pero hay que también tener confianza porque se va avanzando. Puede haber campañas de gente sin escrúpulos, cínicos, cretinos, que dicen que es lo mismo de antes; no, no, y se prueba con hechos y con datos. No va a ser lo mismo ahora que cuando Calderón.

Si he estado pensando, porque últimamente han estado saliendo testimonios de testigos que han declarado contra García Luna, pero involucran a Calderón; entonces, ¿cómo le van a hacer en ese juicio en Estados Unidos?

Por eso entiendo sus preocupaciones, y la gente que está ahí involucrada, que participaron, de todos los sectores. 

Antier hablaba yo de New York Times. No sé si encontraste el artículo de un periodista del New York Times cuando estaba este señor García Luna. Era el súper policía para el New York Times. 2008.

Todo eso lo presento porque siempre buscan apantallarnos, ¿no?, de que como es el New York Times, el Financial Times, el Washington Post, el Wall Street Journal, y hay declaraciones de agentes extranjeros a favor.

¿Cómo estaba la relación y cómo se rompe? ¿Cuándo es que se dan cuenta? Hay muchas interrogantes.

Pero, además de tenerlo como un profesional, un héroe, ahora todas las declaraciones en su contra muy fuertes, recibiendo dinero, pero señalando que parte de ese dinero iba a Los Pinos. ¿Cómo va a ser el juicio?

INTERVENCIÓN"
"\""2022-06-29"," Aquí hay investigación, pero se tiene que esperar a que resuelvan en Estados Unidos.

INTERVENCIÓN"
"\""2022-06-29"," Sí, pero ya lleva mucho tiempo. 

Es que los que están atendiendo el juicio tienen que aclarar, cuando menos son tres cosas"
"\""2022-06-29"," Ese es el propósito, que el año próximo podamos procesar toda nuestra materia prima y no comprar gasolinas ni diésel, porque estamos previendo que se va a prolongar la crisis de precios altos en combustibles, porque no hay capacidad suficiente de refinación en el mundo, se dejó de invertir en refinerías.

Influyó, ya lo dije, no fue eso lo decisivo, pero sí influyó el hecho de que se pensaba que iba a avanzar más rápido el cambio energético, la transición energética, que ya no se iba a necesitar el petróleo, que los carros eléctricos iban a predominar, que ya no se iba a consumir petróleo y entonces… Además, vino la pandemia, se cae el precio del petróleo, muchas refinerías se pusieron en venta. Por eso compramos la de Deer Park o la parte de las acciones, porque fue una buena compra, o sea, este año prácticamente ya se obtiene lo que se destinó para comprarla, porque ahora refinar es un gran negocio.

Entonces, dejaron de invertir en refinerías y ahora es un doble problema, porque hay que sacar petróleo. Ya hasta ayer estaba yo leyendo el señor Buffett, de estos multimillonarios, ya están de nuevo invirtiendo en petróleo. Entonces, no sólo hay que extraer petróleo para cubrir la demanda, sino que hay que refinarlo, porque no se le puede poner petróleo crudo a los carros.

Entonces, nosotros tenemos posibilidad de refinar toda nuestra materia prima en el 2023, el año próximo.

¿Por qué el año próximo?

Porque vamos a tener ya completamente terminadas las obras de modernización de las seis refinerías que existen. Le hemos invertido desde que llegamos como 40, 50 mil millones de pesos. Fue también un acierto porque, si las hubiésemos dejado como estaban, pues estaríamos procesando 20 por ciento de su capacidad de estas refinerías, las encontramos en 30 por ciento de su capacidad y las tenemos al doble, al 60, y las vamos a llevar a más de 80 por ciento de su capacidad, cambiando plantas, todo lo que hemos invertido. 

Entonces, eso nos ayuda. 

Tenemos la de Deer Park, que tiene capacidad para procesar 340 mil barriles de petróleo crudo y produce gasolina y diésel. Esa refinería no produce combustóleo, por ejemplo, que eso es bueno porque el combustóleo es más barato y más contaminante.

Luego, pasado mañana, vamos a iniciar la etapa de arranque de la refinería de Dos Bocas. Yo estimo que para el año próximo ya estemos produciendo.

Hoy viene una nota en el Reforma en donde dicen —a ver si la encuentras— de que va a estar produciendo la refinería hasta que tengamos… Ah, aquí está"
"\""2022-06-29"," ¿Mande?

INTERVENCIÓN"
"\""2022-06-29","Gómez Arias, buenísimo como periodista.

El otro señor, que era panista, pero muy buen escritor, de los panistas buenos, que desaparecieron cuando surgió el PRIAN, Hinojosa. Y sí había mucha pluralidad. 

El señor del puro. ¿Cómo se llamaba? También escribía.

INTERVENCIÓN"
"\""2022-06-29","Blanco Moheno. Margarita Michelena; la otra señora también muy buena, Manu. Todos ellos.

Yo tengo con el papá de esta señora una anécdota buenísima, porque estaba yo estudiando en la Casa del Estudiante Tabasqueño. Él siempre estaba, no sé ahora donde esté, pero estaba en la calle de Vallarta, y pasé con un amigo, un finado, un periodista, estábamos estudiando y él se volvió periodista muy bueno, Isidoro Pedrero Totosaus, un paisano mío.

¿Se acuerdan cuando estaban las máquinas y se metían las hojas así? Y se hacían competencias, a ver en cuánto tiempo un artículo de fondo, y este. Y los otros, también muy buenos, pero soplaban y este les ganaba. Muy bueno, muy bueno como periodista de aquellos tiempos.

Entonces, estudiábamos y, aunque nos daban comida en la casa, pues siempre traíamos hambre vieja en la Casa del Estudiante Tabasqueño. Y estaba cerca, relativamente cerca la calle de Violeta de la colonia Guerrero, de Vallarta, que está por ahí por el Monumento a la Revolución.

Un día pasamos con Totosaus, vamos caminando y estaba ‘el Chelo’ Pagés arriba en el balcón fumándose un cigarro. Y no sé si Totosauso yo le digo"
"\""2022-06-29"," Y en el caso del señor Alazraki, pues ya tenemos también tiempo con muchas diferencias. Él es en extremo conservador, es como hitleriano. A veces, creo que una vez lo comenté, se piensa que porque ya no existe Hitler o ya no existe Stalin o ya no existe Franco o Mussolini, ya desapareció el pensamiento nazista, fascista, el estalinismo, la derecha rancia española. No, eso existe.

Acuérdense ustedes que cuando se habla los héroes de nuestra patria o grandes personalidades que desaparecen, pierden la vida, los asesinan, siempre se dice"
"\""2022-06-29"," Sí, mantenimiento y procurar que no se sigan deteriorando porque, de toda la industria petrolera, lo que más dañaron estos neoliberales corruptos irresponsables fue la petroquímica, prácticamente la destruyeron. Era ejemplo mundial todo el desarrollo petroquímico de México y lo abandonaron por completo. Ahí comenzó la privatización y dejaron chatarra. Entonces, lo que estamos haciendo es dando mantenimiento y buscando la forma de reactivar lo que podamos en petroquímica.

En segundo lugar de deterioro fueron las refinerías. Ahí no les dio tiempo de acabarlas, ya habían empezado a vender plantas al interior de las refinerías.

Y desde luego nunca invertían en el mantenimiento, o cuando invertían, cuando fueron las inversiones que se hicieron en tres refinerías, Madero, en Cadereyta y en Minatitlán, resultó que destinaron ocho mil millones de dólares y esas tres refinerías, que le llaman reconfiguradas, o sea, modernizadas, tres, al final, a pesar de que destinaron ocho mil millones de dólares, terminaron produciendo menos gasolinas que las tres que no se reconfiguraron. O sea, cuando llegamos al gobierno producían más Salina Cruz, Tula y la de Guanajuato, Salamanca, que no se habían reconfigurado, que Minatitlán, que Madero y que Cadereyta, que se habían reconfigurado con ocho mil millones de dólares. Es más, Madero estaba parada, llevaba como un año parada. ¿Qué hicieron con los ocho mil millones de dólares?

Entonces, las plantas petroquímicas las acabaron. Bueno, dejaron sin gas a los complejos petroquímicos de Pajaritos, de Cangrejera, para darle gas a la empresa Odebrecht, de las cosas que hicieron.

Y lo que quedó, pero también así, en caída libre, fue la producción de crudo, porque tampoco invirtieron en exploración. Nada más piensen que se llegó a extraer tres millones, se llegaron a extraer tres millones 400 mil barriles diarios, esto en 2004, con Fox, y a partir de ahí 15 años ininterrumpidos cayendo hasta un millón 700 mil barriles, la mitad. Paramos la caída y estamos levantando, y tenemos reservas porque hemos invertido.

Pero el propósito era destruir la industria petrolera, como el propósito era destruir la industria eléctrica. De milagro y por el pueblo se produjo el cambio, que pasado mañana va a cumplir cuatro años, y paramos todo.

Ya nada más nos queda pendiente y ya estamos por resolver una inversión abandonada de un campo de gas en las costas de Veracruz, ahí casi frente de Lerdo. Invirtió Pemex como mil 500 millones de dólares y quedó abandonado, y ahora con una empresa particular vamos a hacer una asociación para reactivar ese complejo y extraer el gas.

La coquizadora de Tula la dejaron también en el abandono, esa ya está de nuevo en proceso, se reinició. 

Y ya es muy probable que comencemos otra coquizadora en Salina Cruz para no dejarla, esa sí, operando para que, sino construida, no nos alcanza el tiempo. Esa la quiero inaugurar a finales de agosto del 24. La de Tula sí, esa la vamos a inaugurar a finales del año próximo, la coquizadora.

Entonces, sí, lo de petroquímica lo tenemos presente y no vamos a abandonar.

El petróleo va a continuar siendo negocio. No es que yo lo desee, lo mejor es la transición energética, lo mejor es que se avance en energías renovables, limpias, pero son procesos que llevan tiempo. 

Y en algunos casos por eso están padeciendo, no supieron manejar los tiempos y se creyeron lo que se decía, de que pronto ya todo iba a ser con energías renovables. Hasta un adversario nuestro en la Presidencia decía que para qué comprábamos nosotros refinerías si ya no se iba a usar el petróleo, porque era como la moda. 

Además, no se contaba con lo de la intervención o invasión de Rusia a Ucrania, o la guerra de Ucrania, para decirlo de la mejor manera, porque nosotros en eso somos muy respetuosos. Lo único que podemos decir es que se pudo, y lo hemos venido diciendo, evitar esa guerra que nos está causando daño a todos.

Pero sí tenemos una ventaja en el sector energético.

PREGUNTA"
"\""2022-06-29","Ninguna, ninguna opinión, no, ahí se lo dejo de tarea a la gente.

INTERLOCUTOR"
"\""2022-06-29"," Ya lo tengo.

INTERLOCUTOR"
"\""2022-06-29"," Pues es probable que a principios de la semana que viene lo presente.

INTERLOCUTOR"
"\""2022-06-29"," Sí, sí, con toda la información, sí. 

Vamos a ver qué actitud tienen los legisladores, porque están en huelga, ya llevan como un mes sin cobrar, porque no están trabajando. Entonces, pues cuando, ¿no? empiecen a laborar.

INTERLOCUTOR"
"\""2022-06-29"," Va a ser permanente el reclutamiento, el llamamiento, las convocatorias, porque necesitamos los médicos. Tenemos el compromiso de que todos los centros de salud, hospitales del país tengan médicos y tengan especialistas.

Y vamos a traer médicos de Cuba. Y le agradecemos mucho al gobierno de Cuba, gobierno hermano, solidario de Cuba, porque vamos a empezar con 500 médicos. Ya cuando el COVID vinieron también como 500 médicos cubanos a ayudarnos, y ahora van a venir 500 primeros, pero vamos a necesitar más. Y vamos también a buscar en otros países porque necesitamos tener especialistas en todos los hospitales.

Mi compromiso es que tengamos un sistema de salud de primera, como lo merece la gente. Y es todo un desafío porque estos corruptos, conservadores, retrogradas, dejaron sin médicos al país, son responsables de que en México no tengamos los médicos que necesitamos.

Esto se originó por una política absurda de fines de lucro, hasta en la salud, el apostar a la privatización de la salud, el poner al mercado la salud como si fuese una mercancía, como lo hicieron hasta cierto límite con la educación. Pero eso no lo van a reconocer, nunca lo van a reconocer. 

A ver, que me contesten, porque debe de haber investigadores sobre esta materia, nada más que son temas vedados, prohibidos, pero a ver, que me digan, en una revisión de los exámenes, cuántos jóvenes que no reprobaron el examen fueron rechazados. Muchísimo más de los que fueron aceptados, porque utilizaban la mentira, esa es otra gran mentira, de que no pasaban el examen de admisión y por eso los rechazaban, cuando no es cierto, no es que no pasaran el examen de admisión, es que no había cupo. Y si solicitaban 10 mil, ingresaban cuando mucho entraban mil o 500; nueve mil, aunque pasaran el examen de admisión, rechazados.

Ahora que expliquen eso los intelectuales orgánicos, los expertos, qué sucedió durante todo el periodo neoliberal y por qué engañaron. Es como esto que hablábamos —si voy a hacer mi lista de todas estas mentiras— esto del preponderante, o sea, y la preponderante.

INTERVENCIÓN"
"\""2022-06-29"," Pues vamos a que nos ayuden, sí, primero los gobiernos, como es el caso de Cuba, vamos a explorar, estamos viendo eso. Países europeos, países que tienen profesionales y que además siempre ayudan o actúan de manera solidaria.

Y que nos dé tiempo también de formar a especialistas, porque ya hemos ampliado el número de espacios al doble, tanto en escuelas de medicina como de enfermería y de especialidades. Cuando llegamos se admitían a ocho mil especialistas, ahora ya superan los 20 mil.

INTERVENCIÓN"
