Fecha,Pregunta,Respuesta
"\""2022-06-22"," ¿Cuándo nos invita, presidente?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR","Habíamos quedado. Pónganse de acuerdo, porque no van a poder entrar todos. Pero que sí me importa mucho que ustedes conozcan cuál es nuestra agenda diaria desde muy temprano para que la gente sepa. Yo se las podría explicar, pero es mejor que ustedes puedan constatarlo.

INTERVENCIÓN"
"\""2022-06-22"," ¿Cuándo sería?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Que vayan por grupo, la semana la próxima, sí, que vayan por grupo de cinco a 10. Tú haces la lista. 

Para que vean qué es lo que hacemos diariamente sobre estos temas porque, imagínense, si yo no tuviese información diaria —y no sólo es la de la mañana, sino estoy constantemente todo el día recibiendo información— me preguntan ustedes algo y yo no sabría decirles de lo que está pasando y por qué.

Entonces, vamos a quedar en eso.

¿Quién sigue? La compañera.

PREGUNTA"
"\""2022-06-22"," Cada mes.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Cada mes.

INTERLOCUTORA"
"\""2022-06-22"," ¿Una más?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR","Mañana, mañana, tú mañana, dos, mañana, tres, compañeras, cuatro, cinco y seis, ya, tres y tres. Acabas de estar ya. Vamos poco a poco, sin entrar en polémicas, vamos poco a poco, vamos a… Sí es que hay que estar informando constantemente, es el derecho del pueblo a la información, nada más con serenidad y paciencia, diría Kalimán.

---
"
"\""2022-06-21"," ¿Tiene fecha estimada?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Todavía no está definida la fecha. Va a ser en julio, parece que en la segunda quincena del mes.

Todavía no hemos podido definir la agenda sobre los temas que vamos a tratar. Y ya lo expliqué en una ocasión, además de los asuntos que nos importan, tanto al gobierno de Estados Unidos como al Gobierno de México, que tiene que ver con nuestros pueblos, vamos a tener tiempo de conversar con el presidente Biden sobre temas que tienen que ver con el continente y con la situación de otras regiones del mundo.

Y también hablar de experiencias que tienen que ver no sólo con lo material, sino también con lo místico, en el entendido de que no sólo hay que buscar el bienestar material, sino también el bienestar del alma. Hay muchas cosas que vamos a tratar.

Él ha sido muy respetuoso. Ahora en la teleconferencia que tuvimos para asuntos de medio ambiente, terminé aquí la conferencia, este diálogo circular con ustedes, se prolongó y apenas si llegué, cuando me tocaba intervenir. Y él ya había estado un tiempo, había escuchado a jefes de Estado, de gobierno, y me esperó y ya fue la última participación que escuchó. Ofreció disculpas y se levantó, pero antes dio una especie de conclusiones sobre la reunión y fue muy respetuoso con México, fue al país al que se refirió el presidente Biden.

Por eso le tenemos mucho respeto, estimación y sabemos que van a seguir siendo muy buenas las relaciones entre el gobierno de Estados Unidos y nuestro gobierno.

INTERLOCUTOR"
"\""2022-06-21"," Presidente, a propósito de este momento que se está viviendo, el día de ayer ya se mencionaba aquí el triunfo de Petro en Colombia, toda esta ola de izquierda de gobiernos progresistas, de candidatos progresistas que están ganando.

No está por demás decirlo, y hay varios análisis, varios aspectos de lo que se está viviendo en Latinoamérica, el liderazgo que usted tiene, incluso la influencia que se tiene de nuestro país, en particular de usted con el liderazgo que ha tenido de esta influencia.

Y que ahora comenta que en esta reunión con Biden, que tocará diversos temas incluso a nivel continental, yo le insistiría en este tema, presidente, de Assange. Preguntarle concretamente, porque acaban ya de firmar la extradición Gran Bretaña a Estados Unidos. Y, bueno, y ya se ha dado mucho contexto cuál es la situación de Julian Assange, este periodista ejemplo, ejemplo mundial, y que prácticamente está en vilo su vida todavía con estas decisiones.

Preguntarle si, así como en su momento usted nos compartió la carta que entregó al entonces presidente Trump, ahora usted pudiera hacer estar haciendo una interven… intervenir, interceder, mejor dicho, ante Joe Biden para esta situación en favor de Julian Assange.

Y, finalmente, presidente, esa es otra, para aprovechar, el día de ayer en Hidalgo, bueno, hay manifestantes en contra de un basurero, incluso ayer hubo un asesinato de uno de estos activistas. Están en plantón porque dicen que es un relleno que llegarían eventualmente cosas toxicas contra el medio ambiente. Ya hay un muerto y acusan al alcalde, al presidente municipal. Ellos piden esta intervención de lo que se está revisando. Preguntarle si se comentó en la mesa de seguridad de esta mañana.

Sería cuanto, presidente, y le agradezco que me haya dado la palabra.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, en el caso de Julian Assange, nosotros, en efecto, al finalizar el gobierno del presidente Donald Trump solicitamos que se le exonerara porque es un preso de conciencia, es injustamente tratado.

Su delito, entre comillas, fue denunciar violaciones graves de derechos humanos en el mundo y además intromisión del gobierno de Estados Unidos en asuntos internos de otros países, eso fue lo que hizo Assange.

Es el mejor periodista de nuestro tiempo en el mundo y ha sido muy injustamente, repito, tratado, peor que delincuente. Esto es una vergüenza para el mundo, el trato que le han dado a este periodista.

Muchos no saben que lo que hizo fue"
"\""2022-06-21"," ¿Qué le pediría concreto al presidente?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Me gustaría antes que… A ver si conseguimos una imagen de la información que se difundió a través de esta investigación de Assange, sobre cómo se asesinó a unos periodistas, a ver si se consigue. Creo que fue en Irán o Irak.

Entonces, esto es lo que produjo la persecución. Naciones Unidas debe pronunciarse, todas las organizaciones de defensa de derechos humanos, no puede haber silencio.

INTERVENCIÓN"
"\""2022-06-21"," ¿Algunas han callado?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, muchos, la mayoría, porque son apéndices del poder.

INTERVENCIÓN"
"\""2022-06-21"," ¿Lo considera la nacionalidad mexicana, presidente?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, desde luego.

Es una conversación de los pilotos, la conversación. Están viendo un grupo y se están poniendo de acuerdo para disparar, pero son periodistas los que fueron el blanco.

(PROYECCIÓN DE VIDEO)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"
"\""2022-06-21"," Sobre

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, se vio hoy en la mañana y se va a hacer la investigación completa.

Aquí también aprovecho para decir que tenemos información ayer por la tarde-noche de unos asesinatos en Urique, al parecer de dos sacerdotes jesuitas. La información que tenemos hasta ahora, hasta las cinco de la mañana, es que entraron a la iglesia de Urique persiguiendo a una persona, lo asesinaron, salieron los sacerdotes y al parecer también ellos fueron asesinados. Estamos ahora atendiendo este asunto.

Urique está en la sierra de Chihuahua, de Creel hacia adelante, por Temoris, por Chinipas. Es una zona de bastante presencia de la delincuencia organizada.

Parece que se tiene ya información sobre los posibles responsables de estos crímenes, es lo único que conocemos. Estamos trabajando en eso.

PREGUNTA"
"\""2022-06-21"," Qué tal, presidente, buenos días.

Jorge Chaparro, del diario La Razón.

Preguntarle en torno a esta descentralización de las dependencias federales que había anunciado ya hace algún tiempo. ¿Cómo va en este asunto? ¿En qué porcentaje se han ya transferido estas oficinas y sobre las responsabilidades hacia las entidades que había usted mencionado?

Si me hace favor.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Pues se ha avanzado. Hay ya descentralización en Salud, ya la Secretaría de Salud está en Acapulco, el doctor Jorge Alcocer. ¿Puedes explicarlo? Y ahora seguimos.

JORGE ALCOCER VARELA"
"\""2022-06-21"," ¿Han enfrentado resistencias, presidente, por parte de los trabajadores o de algunos grupos de poder?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, no, no. La verdad, que los trabajadores al servicio del Estado se han portado muy bien, sean oficinistas, sean maestros, sean médicos, sean electricistas, sean petroleros, todos. Estamos rescatando a México con los trabajadores y no hemos tenido ningún problema.

Y no ha habido despidos y hemos procurado mejorar la situación laboral de los trabajadores. Y muchos, muchos, muchos, están entusiasmados, trabajan por convicción.

INTERLOCUTOR"
"\""2022-06-21"," (inaudible)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, no, hay que descontarlo, pero sí tenemos en el balance un excedente. Entonces, estamos trabajando para que se cumpla con todos los programas. Este programa de salud lo tenemos que tener para el año próximo.

¿Qué significa?

Que estén en buen estado los centros de salud, las unidades médicas, los hospitales de segundo nivel, los hospitales de especialización, que no falten los médicos generales, que no falten los especialistas, que se atienda los siete días, las 24 horas, que no falten los medicamentos, los estudios clínicos, que se regularice a todo el personal de salud, que no haya trabajadores contratados de manera eventual, sino que todos tengan su base, que sea un servicio universal, gratuito, que se vaya a un hospital si se requiere ser atendido, se hagan todos los estudios, se haga una intervención quirúrgica si es necesaria, se entreguen todos los medicamentos y no tenga el mexicano que pagar nada.

Ese es el ideal, el sueño, que queremos convertir en realidad el año próximo, por eso vamos a estar aquí los martes y nos estamos reuniendo permanentemente para ver este asunto, que no falten los medicamentos, que lleguen las medicinas hasta el más apartado rincón de nuestro país, donde se requiera, es un desafío.

Como lo mismo, llevamos cerca de mil 600 sucursales del Banco del Bienestar construidas, pero son dos mil 700, a finales de este año vamos a estar con dos mil, un poquito más, a mediados del año próximo las dos mil 700.

Y no es fácil. El domingo fuimos a Coatlán del Río, en Morelos, no estamos hablando de la Montaña de Guerrero, es Coatlán, sí está en límites con Guerrero, pero está a dos horas y media de aquí. Bueno, pues no hay internet en la cabecera municipal. Entonces, para que funcione el banco necesita tener comunicación de internet.

¿Quién nos ayudó y nos está apoyando en otros casos?

La Comisión Federal de Electricidad, para que con satélite se pueda llevar a cabo la comunicación.

El internet mismo, tenemos que cumplir para que en todas las comunidades de México haya interne. Por eso tomamos la decisión de comprar acciones en Altán para quedarnos como socios mayoritarios. Ya tiene el gobierno, Estado mexicano, el pueblo de México un sistema de comunicación, que no tenía. Desde que se entregó Teléfonos de México no había; ahora, se tiene ya un sistema de telecomunicación.

Claro, mixto porque hay también participación privada, hay empresas que tuvieron confianza porque nosotros no podíamos participar si no contábamos con la mayoría de las acciones, es decir, si no era el Estado socio mayoritario, lo que nos permite manejar la empresa, tener más asientos en el consejo.

Y los inversionistas privados que ya estaban en la empresa, nacionales y extranjeros, aceptaron, nos dieron su confianza para que nosotros manejemos la empresa, porque ellos saben que ya no hay corrupción y que se actúa con eficiencia.

Entonces, eso nos permite tener una red ya para cubrir ya el 70 por ciento de las poblaciones o el 70 por ciento de la población del país con internet, eso es lo que abarca esta empresa, 70 por ciento. Nos falta el 30, tenemos que instalar de aquí al año próximo mil antenas y poner en funcionamiento varios kilómetros de la fibra óptica de la Comisión Federal de Electricidad. Pero, bueno, estamos en eso y tenemos mucho trabajo, bastante trabajo, y la idea no es dejar nada, nada, nada, en proceso, terminar todo.

Mucha gente no sabe, pero en esta ocasión nos quitaron, porque fue una reforma que se llevó a cabo, dos meses, o sea, que no van a ser seis años, van a ser cinco años 10 meses. Durante mucho tiempo, siglos, los presidentes terminaban a finales de noviembre, 30 de noviembre y la toma de posesión del nuevo presidente era el 1º de diciembre. Ahora yo voy a terminar el 30 de septiembre del 24, son dos meses. Pero, bueno, tenemos que seguirnos aplicando.

Y decirle a la gente que nos sigan ayudando, como lo están haciendo, nos están apoyando mucho. La gente está muy contenta porque están viendo resultados. Por ejemplo, este fin de semana inauguramos estas sucursales del banco, nos tocó inaugurar el domingo una en Iztacalco, ahí en la Magdalena Mixhuca. Es una sucursal grande, que va a atender a muchísimos beneficiarios de los programas de Bienestar"
"\""2022-06-21"," Maletas.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Maletas.

Bueno, y si lo tienen ustedes ahí, ¿por qué no se lo pasan? Compartan.

Es que, si no lo vemos aquí la gente, no alcanza a informarse bien. Porque en los medios convencionales no pasan nada.

A ver.

(INICIA VIDEO)

VOZ HOMBRE"
"\""2022-06-21"," ¿Es un compromiso?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, claro, es un compromiso, desde luego.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"
"\""2022-06-21"," Es a varios municipios, presidente, es Salvador Alvarado y es…

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, toda esa región, conozco muy bien. Además, ahí se elaboraba una de las mejores revistas de arte durante mucho tiempo.

Ah, aquí está el del pasaporte, es buenísimo esto. ‘Ganó Petro. Me voy a buscar nuevos rumbos. Adiós Colombia.’ Es que esto ¿se acuerdan que pasó aquí? Y miren lo que le contesta un mexicano"
"\""2022-06-21"," (inaudible)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," La historia lo dirá.

PREGUNTA"
"\""2022-06-21"," Buenos días, señor presidente; buenos días, miembros del gabinete.

Eduardo Esquivel Ancona, SDP Noticias.

Mi primera pregunta es en relación al Tren Maya. El día de hoy hay una nota en el diario Reforma de un espeleólogo, que dice, que se llama Octavio del Río. Este señor dice que debe el INAH ya parar la obra del Tramo 5 porque hay 58 posibles sitios paleontológicos en esa región.

¿Y no sería posible…? No sé qué opinión tengan de esto. Si no sería posible que viniera aquí y viera todo lo que se está haciendo, lo que están haciendo con el Tren Maya y explicarle a este señor.

Y él quiere que se cambie el trazo, que se detenga. Y no sé por qué el Tramo 5 es el que siempre es… Cuando hay sitios arqueológicos en toda la ruta, pero es el Tramo 5 en donde les da mucha preocupación.

Entonces, si pudieran saber la opinión de usted, y si se le podría invitar a este señor.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," A ver, tú puedes platicar sobre los vestigios arqueológicos del Tramo 5 en comparación con los otros tramos. Por ejemplo, lo que significa en vestigios arqueológicos el Tramo 3.

DIEGO PRIETO HERNÁNDEZ"
"\""2022-06-21"," ¿Cuántos amparos persisten?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Creo que quedan dos, ya resolvieron tres, ya están por resolver, pero por eso empezó la nueva campaña. Acuérdense de que, terminando, apenas inauguramos el aeropuerto ‘Felipe Ángeles’ y como a los dos días o tres empezó la campaña del Tren Maya, y ahora es otra lanzada.

Y, desde luego, ¿ustedes creen que van a faltar expertos que opinen en contra del Tren Maya? Pues claro que no van a faltar, hay como arroz.

¿Cuántos expertos profesionales se formaron y vivieron al amparo del poder neoliberal en estos últimos tiempos?

Miles, con Aguilar Camín, con Krauze. No capillas, sino catedrales de intelectuales, de científicos que eran los que recibían los premios, condecoraciones y muchos privilegios.

Pero en general, como en todos los pueblos y como ha sido en México, el pensamiento conservador ahí está, es como el pensamiento fascista.

Ah, ¿porque ya no está Hitler, como ya no está Mussolini ya no hay nazi fascismo? Claro que hay.

Ah, como ya no está Franco en España, no hay franquismo. Claro que hay.

Como ya no está Porfirio Díaz ni está Salinas, ya no hay porfirismo, ya no hay salinismo. Claro que hay, muchísimo, millones.

Yo lo veo en las encuestas. ¿Por qué no presumimos? No la de hoy.

JESÚS RAMÍREZ CUEVAS, COORDINADOR GENERAL DE COMUNICACIÓN SOCIAL Y VOCERO DE PRESIDENCIA"
"\""2022-06-21"," ¿La cadena de suministros?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Y resolver lo de cadena de suministro conjuntamente, y estamos trabajando en eso.

Bueno, ya, mañana, mañana. Ya seguramente nos van a regañar, pero ni modo.

PREGUNTA"
"\""2022-06-21"," Su agenda de hoy, presidente.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Ah, trabajo, bastante.

El fin de semana vamos a La Montaña de Guerrero, vamos a Tlapa el viernes, terminando la conferencia, porque vamos a estar en la tarde.

Vamos a evaluar lo de construcción de caminos de mano de obra y vamos también a iniciar los trabajos de la construcción de un centro de rehabilitación para niñas, niños con discapacidad en La Montaña de Guerrero, que es la región más pobre de México.

Afortunadamente se contó con el apoyo de la asociación civil Teletón y vamos a trabajar de manera conjunta. Nosotros vamos a donar el terreno, vamos a otorgar las becas para la atención a las niñas, a los niños; ellos van a construir el centro.

Y también, en el caso de los especialistas, porque se trata de Tlapa, es probable que nos ayuden especialistas de Cuba para las terapias.

Pero va a funcionar este centro, estamos trabajando de manera coordinada.

Y luego de estar en Tlapa vamos a Malinaltepec, a San Luis Acatlán, a la Costa Chica de Guerrero para supervisar caminos de mano de obra que se están construyendo. Y el domingo vamos a inaugurar un libramiento en Acapulco, y vamos a tener otras actividades.

Ese es el fin de semana.

INTERVENCIÓN"
"\""2022-06-21"," Presidente, ¿puedo hacer una pregunta, por favor?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Ya, ya. Mañana vienes, mañana, mañana.

---
"
"\""2022-06-20"," ¿Tiene fecha estimada?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Todavía no está definida la fecha. Va a ser en julio, parece que en la segunda quincena del mes.

Todavía no hemos podido definir la agenda sobre los temas que vamos a tratar. Y ya lo expliqué en una ocasión, además de los asuntos que nos importan, tanto al gobierno de Estados Unidos como al Gobierno de México, que tiene que ver con nuestros pueblos, vamos a tener tiempo de conversar con el presidente Biden sobre temas que tienen que ver con el continente y con la situación de otras regiones del mundo.

Y también hablar de experiencias que tienen que ver no sólo con lo material, sino también con lo místico, en el entendido de que no sólo hay que buscar el bienestar material, sino también el bienestar del alma. Hay muchas cosas que vamos a tratar.

Él ha sido muy respetuoso. Ahora en la teleconferencia que tuvimos para asuntos de medio ambiente, terminé aquí la conferencia, este diálogo circular con ustedes, se prolongó y apenas si llegué, cuando me tocaba intervenir. Y él ya había estado un tiempo, había escuchado a jefes de Estado, de gobierno, y me esperó y ya fue la última participación que escuchó. Ofreció disculpas y se levantó, pero antes dio una especie de conclusiones sobre la reunión y fue muy respetuoso con México, fue al país al que se refirió el presidente Biden.

Por eso le tenemos mucho respeto, estimación y sabemos que van a seguir siendo muy buenas las relaciones entre el gobierno de Estados Unidos y nuestro gobierno.

INTERLOCUTOR"
"\""2022-06-20"," Presidente, a propósito de este momento que se está viviendo, el día de ayer ya se mencionaba aquí el triunfo de Petro en Colombia, toda esta ola de izquierda de gobiernos progresistas, de candidatos progresistas que están ganando.

No está por demás decirlo, y hay varios análisis, varios aspectos de lo que se está viviendo en Latinoamérica, el liderazgo que usted tiene, incluso la influencia que se tiene de nuestro país, en particular de usted con el liderazgo que ha tenido de esta influencia.

Y que ahora comenta que en esta reunión con Biden, que tocará diversos temas incluso a nivel continental, yo le insistiría en este tema, presidente, de Assange. Preguntarle concretamente, porque acaban ya de firmar la extradición Gran Bretaña a Estados Unidos. Y, bueno, y ya se ha dado mucho contexto cuál es la situación de Julian Assange, este periodista ejemplo, ejemplo mundial, y que prácticamente está en vilo su vida todavía con estas decisiones.

Preguntarle si, así como en su momento usted nos compartió la carta que entregó al entonces presidente Trump, ahora usted pudiera hacer estar haciendo una interven… intervenir, interceder, mejor dicho, ante Joe Biden para esta situación en favor de Julian Assange.

Y, finalmente, presidente, esa es otra, para aprovechar, el día de ayer en Hidalgo, bueno, hay manifestantes en contra de un basurero, incluso ayer hubo un asesinato de uno de estos activistas. Están en plantón porque dicen que es un relleno que llegarían eventualmente cosas toxicas contra el medio ambiente. Ya hay un muerto y acusan al alcalde, al presidente municipal. Ellos piden esta intervención de lo que se está revisando. Preguntarle si se comentó en la mesa de seguridad de esta mañana.

Sería cuanto, presidente, y le agradezco que me haya dado la palabra.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, en el caso de Julian Assange, nosotros, en efecto, al finalizar el gobierno del presidente Donald Trump solicitamos que se le exonerara porque es un preso de conciencia, es injustamente tratado.

Su delito, entre comillas, fue denunciar violaciones graves de derechos humanos en el mundo y además intromisión del gobierno de Estados Unidos en asuntos internos de otros países, eso fue lo que hizo Assange.

Es el mejor periodista de nuestro tiempo en el mundo y ha sido muy injustamente, repito, tratado, peor que delincuente. Esto es una vergüenza para el mundo, el trato que le han dado a este periodista.

Muchos no saben que lo que hizo fue"
"\""2022-06-20"," ¿Qué le pediría concreto al presidente?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Me gustaría antes que… A ver si conseguimos una imagen de la información que se difundió a través de esta investigación de Assange, sobre cómo se asesinó a unos periodistas, a ver si se consigue. Creo que fue en Irán o Irak.

Entonces, esto es lo que produjo la persecución. Naciones Unidas debe pronunciarse, todas las organizaciones de defensa de derechos humanos, no puede haber silencio.

INTERVENCIÓN"
"\""2022-06-20"," ¿Algunas han callado?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, muchos, la mayoría, porque son apéndices del poder.

INTERVENCIÓN"
"\""2022-06-20"," ¿Lo considera la nacionalidad mexicana, presidente?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, desde luego.

Es una conversación de los pilotos, la conversación. Están viendo un grupo y se están poniendo de acuerdo para disparar, pero son periodistas los que fueron el blanco.

(PROYECCIÓN DE VIDEO)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"
"\""2022-06-20"," Sobre

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, se vio hoy en la mañana y se va a hacer la investigación completa.

Aquí también aprovecho para decir que tenemos información ayer por la tarde-noche de unos asesinatos en Urique, al parecer de dos sacerdotes jesuitas. La información que tenemos hasta ahora, hasta las cinco de la mañana, es que entraron a la iglesia de Urique persiguiendo a una persona, lo asesinaron, salieron los sacerdotes y al parecer también ellos fueron asesinados. Estamos ahora atendiendo este asunto.

Urique está en la sierra de Chihuahua, de Creel hacia adelante, por Temoris, por Chinipas. Es una zona de bastante presencia de la delincuencia organizada.

Parece que se tiene ya información sobre los posibles responsables de estos crímenes, es lo único que conocemos. Estamos trabajando en eso.

PREGUNTA"
"\""2022-06-20"," Qué tal, presidente, buenos días.

Jorge Chaparro, del diario La Razón.

Preguntarle en torno a esta descentralización de las dependencias federales que había anunciado ya hace algún tiempo. ¿Cómo va en este asunto? ¿En qué porcentaje se han ya transferido estas oficinas y sobre las responsabilidades hacia las entidades que había usted mencionado?

Si me hace favor.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Pues se ha avanzado. Hay ya descentralización en Salud, ya la Secretaría de Salud está en Acapulco, el doctor Jorge Alcocer. ¿Puedes explicarlo? Y ahora seguimos.

JORGE ALCOCER VARELA"
"\""2022-06-20"," ¿Han enfrentado resistencias, presidente, por parte de los trabajadores o de algunos grupos de poder?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, no, no. La verdad, que los trabajadores al servicio del Estado se han portado muy bien, sean oficinistas, sean maestros, sean médicos, sean electricistas, sean petroleros, todos. Estamos rescatando a México con los trabajadores y no hemos tenido ningún problema.

Y no ha habido despidos y hemos procurado mejorar la situación laboral de los trabajadores. Y muchos, muchos, muchos, están entusiasmados, trabajan por convicción.

INTERLOCUTOR"
"\""2022-06-20"," (inaudible)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," No, no, hay que descontarlo, pero sí tenemos en el balance un excedente. Entonces, estamos trabajando para que se cumpla con todos los programas. Este programa de salud lo tenemos que tener para el año próximo.

¿Qué significa?

Que estén en buen estado los centros de salud, las unidades médicas, los hospitales de segundo nivel, los hospitales de especialización, que no falten los médicos generales, que no falten los especialistas, que se atienda los siete días, las 24 horas, que no falten los medicamentos, los estudios clínicos, que se regularice a todo el personal de salud, que no haya trabajadores contratados de manera eventual, sino que todos tengan su base, que sea un servicio universal, gratuito, que se vaya a un hospital si se requiere ser atendido, se hagan todos los estudios, se haga una intervención quirúrgica si es necesaria, se entreguen todos los medicamentos y no tenga el mexicano que pagar nada.

Ese es el ideal, el sueño, que queremos convertir en realidad el año próximo, por eso vamos a estar aquí los martes y nos estamos reuniendo permanentemente para ver este asunto, que no falten los medicamentos, que lleguen las medicinas hasta el más apartado rincón de nuestro país, donde se requiera, es un desafío.

Como lo mismo, llevamos cerca de mil 600 sucursales del Banco del Bienestar construidas, pero son dos mil 700, a finales de este año vamos a estar con dos mil, un poquito más, a mediados del año próximo las dos mil 700.

Y no es fácil. El domingo fuimos a Coatlán del Río, en Morelos, no estamos hablando de la Montaña de Guerrero, es Coatlán, sí está en límites con Guerrero, pero está a dos horas y media de aquí. Bueno, pues no hay internet en la cabecera municipal. Entonces, para que funcione el banco necesita tener comunicación de internet.

¿Quién nos ayudó y nos está apoyando en otros casos?

La Comisión Federal de Electricidad, para que con satélite se pueda llevar a cabo la comunicación.

El internet mismo, tenemos que cumplir para que en todas las comunidades de México haya interne. Por eso tomamos la decisión de comprar acciones en Altán para quedarnos como socios mayoritarios. Ya tiene el gobierno, Estado mexicano, el pueblo de México un sistema de comunicación, que no tenía. Desde que se entregó Teléfonos de México no había; ahora, se tiene ya un sistema de telecomunicación.

Claro, mixto porque hay también participación privada, hay empresas que tuvieron confianza porque nosotros no podíamos participar si no contábamos con la mayoría de las acciones, es decir, si no era el Estado socio mayoritario, lo que nos permite manejar la empresa, tener más asientos en el consejo.

Y los inversionistas privados que ya estaban en la empresa, nacionales y extranjeros, aceptaron, nos dieron su confianza para que nosotros manejemos la empresa, porque ellos saben que ya no hay corrupción y que se actúa con eficiencia.

Entonces, eso nos permite tener una red ya para cubrir ya el 70 por ciento de las poblaciones o el 70 por ciento de la población del país con internet, eso es lo que abarca esta empresa, 70 por ciento. Nos falta el 30, tenemos que instalar de aquí al año próximo mil antenas y poner en funcionamiento varios kilómetros de la fibra óptica de la Comisión Federal de Electricidad. Pero, bueno, estamos en eso y tenemos mucho trabajo, bastante trabajo, y la idea no es dejar nada, nada, nada, en proceso, terminar todo.

Mucha gente no sabe, pero en esta ocasión nos quitaron, porque fue una reforma que se llevó a cabo, dos meses, o sea, que no van a ser seis años, van a ser cinco años 10 meses. Durante mucho tiempo, siglos, los presidentes terminaban a finales de noviembre, 30 de noviembre y la toma de posesión del nuevo presidente era el 1º de diciembre. Ahora yo voy a terminar el 30 de septiembre del 24, son dos meses. Pero, bueno, tenemos que seguirnos aplicando.

Y decirle a la gente que nos sigan ayudando, como lo están haciendo, nos están apoyando mucho. La gente está muy contenta porque están viendo resultados. Por ejemplo, este fin de semana inauguramos estas sucursales del banco, nos tocó inaugurar el domingo una en Iztacalco, ahí en la Magdalena Mixhuca. Es una sucursal grande, que va a atender a muchísimos beneficiarios de los programas de Bienestar"
"\""2022-06-20"," Maletas.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Maletas.

Bueno, y si lo tienen ustedes ahí, ¿por qué no se lo pasan? Compartan.

Es que, si no lo vemos aquí la gente, no alcanza a informarse bien. Porque en los medios convencionales no pasan nada.

A ver.

(INICIA VIDEO)

VOZ HOMBRE"
"\""2022-06-20"," ¿Es un compromiso?

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, claro, es un compromiso, desde luego.

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"
"\""2022-06-20"," Es a varios municipios, presidente, es Salvador Alvarado y es…

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," Sí, toda esa región, conozco muy bien. Además, ahí se elaboraba una de las mejores revistas de arte durante mucho tiempo.

Ah, aquí está el del pasaporte, es buenísimo esto. ‘Ganó Petro. Me voy a buscar nuevos rumbos. Adiós Colombia.’ Es que esto ¿se acuerdan que pasó aquí? Y miren lo que le contesta un mexicano"
"\""2022-06-20"," (inaudible)

PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR"," La historia lo dirá.

PREGUNTA"
