Fecha,Dialogo
2022-06-23," se vale que devuelvan dinero y que eso, claro, que eso les ayude. así lo hacen en estados unidos. primero, a ver, devuelvan.si por eso creamos el instituto para devolver al pueblo lo robado, porque antes eran decomisos y se anunciaba de que se obtenían residencias, joyas y carros de lujo. ¿se acuerdan el caso de un ciudadano chino-mexicano? tenía cerros de dólares. hubo hasta una entrevista famosa, no sé cómo era, que le hicieron que cuando lo amenazaron supuestamente dijo"
2022-06-23," no, se hizo una investigación y apenas se logró rescatar una casa que se vendió y se les entregó el dinero a los deportistas, creo que en el 2019. pero es importante recuperar el dinero.ón"
2022-06-23," pues sí, debería de, además de eso, pues castigarse, pero antes ni los 22 millones, y a mí me importa mucho el que se devuelva el dinero, que es del pueblo.ón"
2022-06-23," pero todavía no sale, ¿no? ¿o ya salió?"
2022-06-23," yo sí. no pueden liberarlo si no repara el daño.yo les platiqué aquí de un caso de una empresa petrolera famosa que entregó sobornos. fue denunciado, como odebrecht en estados unidos, y allá devolvió dinero y en sus declaraciones planteó que había sobornado a funcionarios de pemex en este gobierno.entonces, nos enteramos, se dio a conocer y dijimos"
2022-06-23," leí una síntesis, leí una transcripción de una conversación entre el fiscal y el papá del señor lozoya."
2022-06-23, ¿esa es…?
2022-06-23, la de ayer. ¿hay otra nueva?
2022-06-23," esa es la que leí, sí. pero ya con eso, como dijo el del machetazo, ya con eso tengo.ón"
2022-06-23," no, mi trabajo es atender todo. por ejemplo, yo cuando fui jefe de gobierno le decía yo al procurador, un gran abogado, bernardo bátiz"
2022-06-23, yo le tengo confianza al fiscal.ya nos vamos.
2022-06-23," espérame, espérame, te quedas para mañana, el lunes, ahí terminas. es que me están esperando, la verdad. y se queda judith y arturo.y que la pasen bien.---"
2022-06-22,"buenos días-tardes.pues hoy, como todos los jueves, informamos sobre el avance que se tiene en investigaciones, en detenciones, en sentencias, a quienes cometen delitos. es el llevar a la práctica, el hacer realidad el cero impunidad. esto es muy importante porque no sólo es combatir la corrupción, sino también acabar con la impunidad, el que no haya vinculación, asociación delictuosa entre autoridades y delincuencia, porque ese es un problema de fondo que se fue arraigando en el país, no había línea divisoria entre autoridad y delincuencia, no se sabía dónde terminaba la delincuencia y dónde empezaba la autoridad. y, aunque no les gusta a los conservadores, el ejemplo más claro de lo que estoy expresando es lo de garcía luna. ya cuando se llega a esos extremos ya no hay salida, ese sí es un callejón sin salida, ahí sí es tocar fondo y quedarse en el fango, enterrarse y no salir, no emerger. y eso es lo que hemos procurado, evitar la impunidad, que no haya impunidad. entonces, vamos a pedirle a ricardo mejía que nos informe de cómo vamos. ía ,    pú   ía   y ón  ()"
2022-06-22,"bueno, pues también sobre este caso destacar dos cosas"
2022-06-22, con órdenes de aprehensión.ón
2022-06-22," sí. entonces, hay que ver si no había impunidad, protección, arreglos, acuerdos, con quiénes. entonces, sí vamos ir a fondo, que se conozca toda la verdad.y es seguro que los propios sacerdotes, los propios jesuitas que vivían ahí, las madres, saben todo y con mucho cuidado pueden ayudar; además, son misioneros, es gente que dedica su vida a ayudar a los más desposeídos, a los abandonados, a los débiles. entonces, va a ayudar mucho el que sepamos todo.ón"
2022-06-22," sí, por eso vamos a esperar a que se haga la investigación. vamos despacio, o sea, no caigamos en ninguna provocación.adelante."
2022-06-22," no; al contrario, este es el camino.todo esto es el fruto podrido de una política de corrupción, de impunidad, que se implementó desde los tiempos de felipe calderón."
2022-06-22," sí, porque no se puede arrancar de raíz de la noche a la mañana, de un día para otro un problema que lleva años y que además se propició, se alentó. imagínense ustedes, si el secretario de seguridad pública de felipe calderón era protector de un grupo de la delincuencia. es que lo que sucedió fue gravísimo. lo que pasa, que como era un gobierno de la oligarquía, un gobierno de la mafia del poder que tenía el control, y sigue teniendo, de medios de comunicación, de intelectuales, pues todo lo resolvían de manera mediática, hasta que la gente se dio cuenta y por eso se llevó a cabo el cambio en el país. pero el daño fue muy grave, muy grave, y hemos hablado que los errores en política son como crímenes.dicen"
2022-06-22," esa es una cosa.y lo otro es que falsificaban información.pero está desde antes, de cómo fue subiendo. esto es homicidios. claro que convencer pues a los involucrados o voceros de esta mafia no es fácil, tratar de convencer a los periodistas que trabajaban en el régimen, que apoyaban a delincuentes.¿por qué no nos plática loret mola cuál era su relación con garcía luna? ¿por qué no hace un reportaje sobre eso, en una actitud autocritica? y el mismo calderón, ¿por qué no habla?, no dice nada."
2022-06-22," sí, la estrategia era responder a la violencia con la violencia, pero ni siquiera parejo, sino con los que tenía acuerdos el gobierno o garcía luna, pues podían actuar con impunidad; los que no tenían acuerdo, pues esos sí eran perseguidos y frontalmente atacados, al grado de que se les eliminaba, era ‘mátalos en caliente’.ahí vamos de nuevo a poner el nivel de asesinados en enfrentamientos cuando calderón, porque se olvida.este es el que tenemos. sí, pero aquí está. entonces, no es lo mismo agarrarlo aquí, en el 15, que aquí, entramos nosotros. sí, como un 50 por ciento de aumento.y aquí no hemos aumentado. no ha habido la disminución que quisiéramos, pero hay una contención y hemos logrado, aunque sea poco, bajar.pero me gustaría que pongamos la gráfica de letalidad, porque todo eso se olvida. esto, miren, este es calderón. a ver, les pregunto"
2022-06-22," son dos cosas, y vamos avanzando"
2022-06-22,"permíteme, y vas a seguir hablando sin ningún problema.nunca atendieron las causas, nunca atendieron a los jóvenes, porque desprecian a los pobres, desprecian al pueblo, ese es el fondo del asunto, son clasistas, son racistas.no vivíamos en una democracia, era una oligarquía. de acuerdo a aristóteles, la oligarquía es el gobierno de los ricos, para hablar en plata; la democracia es el gobierno del pueblo. la democracia era de fachada.entonces, ahora estamos atendiendo las causas y claro que lleva tiempo, porque con la profunda crisis y sobre todo con la pérdida de valores se desintegraron familias, se afectó el tejido social, se quería hacer valer que lo importante era lo material, el dinero. y ahora hay que insistir que sólo siendo buenos podemos ser felices y por eso ‘¡qué barbaridad!’, les extraña, les sorprende y lo ven como una desproporción, un dislate"
2022-06-22," sí, es lo mismo, es lo mismo. es que tenemos que seguir insistiendo en que se puede ser feliz trabajando honradamente y con las oportunidades que ahora se tienen para los jóvenes, que reciben becas, que pueden trabajar como aprendices, y eso vamos a seguir. y desde luego lo otro que nos ayuda mucho es no permitir la corrupción y la impunidad.entonces, cuando me dicen"
2022-06-22, no.ón
2022-06-22," sí, porque es un proceso que lleva tiempo, pero vamos bien, vamos bieny lo puedo probar hasta con números. y desde luego que vamos bien porque yo tengo comunicación con la gente.aquí pueden mantenerse en una burbuja todos nuestros adversarios. imagínense la plática de ciro con…ón"
2022-06-22," no. con chumel o con loret de mola, con denise dresser o con krauzeo con aguilar camín. se regodean, sí, pero afortunadamente eso no es todo méxico."
2022-06-22, ¿de qué periódico eres tú?
2022-06-22,"vamos a ver el caso, te ofrecemos eso, nos das toda la información y nosotros lo vemos. ahora con jesús.una compañera. a ver, ¿por qué no escogen a tres que no hayan preguntado en una semana? adelante."
2022-06-22," ¿cuánto? ándale, tú vas después¿quién no ha preguntado en un año? tú, tú, tú también."
2022-06-22," se está trabajando mucho en sonora, hay un grupo especial para garantizar la paz, la tranquilidad en sonora. yo creo que ricardo tiene información que ahora va a transmitir.y sí nos está preocupando y ocupando el caso de sonora en violencia, pero sí se está atendiendo.a ver si puedes informar. ía "
2022-06-22,"bueno, vamos a pedirle a hugo que nos informe hoy mismo sobre esto que estás planteando.la vacuna, de acuerdo a lo que nos habían dado a conocer, llegaban hoy las primeras dosis de pfizer para la vacuna de los niños, eso fue lo que nos informaron, y a partir de que se tienen ya las vacunas ya empieza a aplicarse en todo el país.ya hay incluso inscritos un número considerable de niños, ya va a comenzar, es muy probable que desde este fin de semana, a más tardar la próxima semana.ús í ,    ón  y   "
2022-06-22, a ver. ¿no tenemos imagen? sí.ús í 
2022-06-22,ochocientas cuatro mil ya llegaron hoy.ús í 
2022-06-22, 7
2022-06-22," eso sí vamos a pedirle a hugo. sí, sí. igual sobre estos efectos secundarios a los que mencionas, que él nos explique."
2022-06-22,"bueno, ¿quién quedó? ah, adelante. quien sea, pues."
2022-06-22," pues, la verdad es que no hacen mella, porque es muy irracional lo que plantean. además, están defendiendo una estrategia fracasada.¿qué es lo que quieren?que usemos toda la fuerza del estado, que no nos tiemble la mano y que se aplique la ley del talión"
2022-06-22," sí, hay investigaciones sobre esto último que preguntas."
2022-06-22," sí, sí hay investigaciones. la vez pasada aquí se comentó y se dio un informe de las investigaciones que están abiertas, la misma fiscalía dio a conocer sobre este asunto.miren, en el caso de los sacerdotes asesinados se va a hacer una investigación a fondo, porque no es nada más encontrar los cuerpos, ya se encontraron los cuerpos, no, es ir al fondo en este caso. y cuesta mucho trabajo también que se entienda, porque es un asunto muy polémico, separar lo que es la responsabilidad estatal de la responsabilidad federal. se me hace muy ruin que se da un hecho como este, lamentable, porque sí duele, no sólo por los sacerdotes que están trabajando por los pobres y es una iglesia progresista, sino duele cualquier asesinato, pero estos hipócritas lo primero que hacen es voltear a ver hacia nosotros y hacia mí, y si actuamos en estricto apego a la ley y de acuerdo a nuestras responsabilidades como autoridades.¿qué, esto no es un asunto de fuero común? ¿qué, no tiene que ver con una responsabilidad del gobierno local? y no mencionan eso. ¿y cuánto tiempo gobernando en mismo grupo en chihuahua?y si hacemos un poco de historia, ¿qué, no fue ese partido conservador el que hizo la alianza con carlos salinas? ¿y qué, no muchos candidatos a presidentes municipales, incluso gobernadores, se apoyaban en los grupos criminales? ¿qué no se empezó, lo comentaba yo la vez pasada, recibiendo dinero para que cuando se ganara en el ayuntamiento se le entregara la secretaría de seguridad pública, y por eso muchas policías municipales están al servicio de estos grupos, y luego la secretaría de seguridad pública y la secretaría de obras públicas, y luego completo el ayuntamiento? se llegó al extremo de que ganaban elecciones presidentes municipales y al día siguiente los mandaban a llamar los jefes y les decían"
2022-06-22,"habíamos quedado. pónganse de acuerdo, porque no van a poder entrar todos. pero que sí me importa mucho que ustedes conozcan cuál es nuestra agenda diaria desde muy temprano para que la gente sepa. yo se las podría explicar, pero es mejor que ustedes puedan constatarlo.ón"
2022-06-22," que vayan por grupo, la semana la próxima, sí, que vayan por grupo de cinco a 10. tú haces la lista. para que vean qué es lo que hacemos diariamente sobre estos temas porque, imagínense, si yo no tuviese información diaria —y no sólo es la de la mañana, sino estoy constantemente todo el día recibiendo información— me preguntan ustedes algo y yo no sabría decirles de lo que está pasando y por qué.entonces, vamos a quedar en eso.¿quién sigue? la compañera."
2022-06-22," sí, vamos viéndolo. nada más que te quede claro que todos los días estamos trabajando con ese propósito y no hay impunidad, todos los días.en la ciudad de méxico acaban de sentenciar a un responsable de feminicidio en todo el país. bueno, acabas de informar sobre eso en algunos casos.te voy a poner la…"
2022-06-22," no, no, pero quiero, la última gráfica, del jueves 20. o sea, estamos muy pendientes."
2022-06-22," de todos los casos. mira. y por convicción, por principios, por honestidad, que es lo que, repito, estimamos más importante en nuestra vida, no maquillamos nosotros cifras."
2022-06-22,"entonces, estamos en esto."
2022-06-22," lo vamos a ver. tenemos mil cosas, ¿sí?, entonces la política, entre otras cosas, es optar entre inconvenientes, es priorizar. no quiere decir, porque si no mañana va a salir en el reforma que no me importan los feminicidios, no quiere decir que no lo estemos atendiendo, pero vamos de acuerdo pues a lo que consideramos de interés para toda la sociedad, atendiendo e informando.entonces, nada más que tengamos más información… es más, podría ser el jueves, el próximo jueves que se dedique a eso, a puros temas.  ía "
2022-06-22,"entonces, el jueves que se presente. es que no tenemos nosotros nada que ocultar."
2022-06-22, pues sí se hace el informe ¿no?
2022-06-22," ah, bueno, lo que quieres que se presente aquí."
2022-06-22, cada mes.
2022-06-22," sí, está bien, está bien."
2022-06-22,"bueno, antes de que vayas a continuar. ¿tú crees que era mi amigo?"
2022-06-22," ah, bueno.ya, síguele."
2022-06-22,"bueno, se lo encargamos a ricardo para que se vea de inmediato."
2022-06-22," ya me voy, ya me voy. tenemos bastante trabajo y me tengo que ir. es que ya son las 9"
2022-06-22,"mañana, mañana, tú mañana, dos, mañana, tres, compañeras, cuatro, cinco y seis, ya, tres y tres. acabas de estar ya. vamos poco a poco, sin entrar en polémicas, vamos poco a poco, vamos a… sí es que hay que estar informando constantemente, es el derecho del pueblo a la información, nada más con serenidad y paciencia, diría kalimán.---"
2022-06-21," buenos días.pues hoy martes, como lo hacemos todas las semanas, vamos a informar sobre el pulso de la salud. el doctor jorge alcocer, el doctor hugo lópez-gatell y el maestro zoé robledo, que nos va a informar sobre el avance del programa de salud para garantizar ese derecho a todos los mexicanos.también el doctor dieto prieto, director general del instituto nacional de antropología e historia, va a informar sobre el programa de mejoramiento de zonas arqueológicas en la ruta del tren maya, de cómo al mismo tiempo que se está construyendo el tren se están mejorando los sitios arqueológicos.entonces, empezamos con el doctor alcocer.  ,   "
2022-06-21," no, pero sí tú quieres.  á"
2022-06-21, si tienen más preguntas a diego.  á
2022-06-21," a ver, quedamos ahí, ustedes dos, también allá atrás, tres, cuatro, quedamos cinco. uno del norte que quedó pendiente."
2022-06-21," pues lo vamos a analizar. yo, la verdad, tengo comunicación permanente con los migrantes en general, porque hay muchas organizaciones, hay asociaciones de paisanos y es complicado el poderse reunir con todos, pero constantemente tengo información de lo que sucede, la atención en los consulados, los problemas que hay en cada consulado, también diferencias de grupos. tengo información.y lo que más importa es que se sientan protegidos, defendidos, por el gobierno de méxico, por su gobierno, y eso lo estamos haciendo. cada vez es más el respeto a los migrantes en estados unidos a nuestros paisanos.y cuidamos de que no haya maltrato, de que no haya discriminación y, ya lo he dicho aquí y lo repito, no vamos a permitir que ningún candidato, ningún partido, con propósitos electoreros en estados unidos utilice como piñata a los mexicanos, a nuestros paisanos y a los migrantes en general. ya se terminó ese tiempo de que se guardaba silencio.porque hay grupos muy racistas que utilizaban la xenofobia, el odio a extranjeros para obtener votos. eso lo hemos estado combatiendo y lo vamos a seguir combatiendo, eso es lo fundamentaly que se regularice su situación migratoria.son los temas básicamente.entonces, decirles a los paisanos que, aunque yo no pueda reunirme —no es que no lo desee, sino hay ciertas circunstancias— de todas maneras, ellos están representados en su gobierno. es un gobierno que defiende sus derechos y que defiende al pueblo de méxico y a nuestra nación."
2022-06-21," todavía no está definida la fecha. va a ser en julio, parece que en la segunda quincena del mes.todavía no hemos podido definir la agenda sobre los temas que vamos a tratar. y ya lo expliqué en una ocasión, además de los asuntos que nos importan, tanto al gobierno de estados unidos como al gobierno de méxico, que tiene que ver con nuestros pueblos, vamos a tener tiempo de conversar con el presidente biden sobre temas que tienen que ver con el continente y con la situación de otras regiones del mundo.y también hablar de experiencias que tienen que ver no sólo con lo material, sino también con lo místico, en el entendido de que no sólo hay que buscar el bienestar material, sino también el bienestar del alma. hay muchas cosas que vamos a tratar.él ha sido muy respetuoso. ahora en la teleconferencia que tuvimos para asuntos de medio ambiente, terminé aquí la conferencia, este diálogo circular con ustedes, se prolongó y apenas si llegué, cuando me tocaba intervenir. y él ya había estado un tiempo, había escuchado a jefes de estado, de gobierno, y me esperó y ya fue la última participación que escuchó. ofreció disculpas y se levantó, pero antes dio una especie de conclusiones sobre la reunión y fue muy respetuoso con méxico, fue al país al que se refirió el presidente biden.por eso le tenemos mucho respeto, estimación y sabemos que van a seguir siendo muy buenas las relaciones entre el gobierno de estados unidos y nuestro gobierno."
2022-06-21," sí, en el caso de julian assange, nosotros, en efecto, al finalizar el gobierno del presidente donald trump solicitamos que se le exonerara porque es un preso de conciencia, es injustamente tratado.su delito, entre comillas, fue denunciar violaciones graves de derechos humanos en el mundo y además intromisión del gobierno de estados unidos en asuntos internos de otros países, eso fue lo que hizo assange.es el mejor periodista de nuestro tiempo en el mundo y ha sido muy injustamente, repito, tratado, peor que delincuente. esto es una vergüenza para el mundo, el trato que le han dado a este periodista.muchos no saben que lo que hizo fue"
2022-06-21," me gustaría antes que… a ver si conseguimos una imagen de la información que se difundió a través de esta investigación de assange, sobre cómo se asesinó a unos periodistas, a ver si se consigue. creo que fue en irán o irak.entonces, esto es lo que produjo la persecución. naciones unidas debe pronunciarse, todas las organizaciones de defensa de derechos humanos, no puede haber silencio.ón"
2022-06-21," sí, muchos, la mayoría, porque son apéndices del poder.ón"
2022-06-21," sí, desde luego.es una conversación de los pilotos, la conversación. están viendo un grupo y se están poniendo de acuerdo para disparar, pero son periodistas los que fueron el blanco.(ón  ) és  ló "
2022-06-21," esto es por lo que está. y muchas otras informaciones.bueno, ya."
2022-06-21," sí, se vio hoy en la mañana y se va a hacer la investigación completa.aquí también aprovecho para decir que tenemos información ayer por la tarde-noche de unos asesinatos en urique, al parecer de dos sacerdotes jesuitas. la información que tenemos hasta ahora, hasta las cinco de la mañana, es que entraron a la iglesia de urique persiguiendo a una persona, lo asesinaron, salieron los sacerdotes y al parecer también ellos fueron asesinados. estamos ahora atendiendo este asunto.urique está en la sierra de chihuahua, de creel hacia adelante, por temoris, por chinipas. es una zona de bastante presencia de la delincuencia organizada.parece que se tiene ya información sobre los posibles responsables de estos crímenes, es lo único que conocemos. estamos trabajando en eso."
2022-06-21," pues se ha avanzado. hay ya descentralización en salud, ya la secretaría de salud está en acapulco, el doctor jorge alcocer. ¿puedes explicarlo? y ahora seguimos.  "
2022-06-21," es importante señalar de que el que esté la secretaría de guerrero es poner la secretaría de salud en uno de los estados más pobres de méxico y poder estar cerca de los otros dos estados con más pobreza, oaxaca y chiapas, toda la costa y la sierra del pacífico.yo creo que esa región es la de más abandono en materia de salud y por eso se decidió estar allá. tenemos que cambiar la forma de actuar de las instituciones y lo estamos logrando, de que el gobierno no son oficinas donde llegan funcionarios, que no se les puede llamar servidores públicos, sino funcionarios que llegan a las 10"
2022-06-21," no, no, no. la verdad, que los trabajadores al servicio del estado se han portado muy bien, sean oficinistas, sean maestros, sean médicos, sean electricistas, sean petroleros, todos. estamos rescatando a méxico con los trabajadores y no hemos tenido ningún problema.y no ha habido despidos y hemos procurado mejorar la situación laboral de los trabajadores. y muchos, muchos, muchos, están entusiasmados, trabajan por convicción."
2022-06-21," no; al contrario, estamos pendientes porque no hay subejercicio.a ver si me puede mandar, de favor, la hoja de gasto, el último corte de programas, juan pablo.vamos acorde con el programa y lo que queremos es que no haya déficit. ya no es el tiempo de antes, de que no se trabajaba, ahora tenemos que estar autorizando transferencias de recursos para que las obras no se detengan, porque se está avanzando.necesitamos, por ejemplo, más recursos, que ya estamos consiguiendo, para la refinería de dos bocas, más recursos para el tren maya, más recursos para la presa de santa maría, en sinaloa.afortunadamente no se ha caído la recaudación y nos está ayudando lo del aumento en el precio del petróleo porque, aun cuando ese excedente se está destinando una parte para que no aumenten las gasolinas, el diésel, los energéticos, todavía nos queda ahí una cantidad de recursos.porque el petróleo está en promedio en 110 dólares el barril, entonces nosotros calculamos que este año sólo por la venta de petróleo vamos a tener alrededor de un billón 300 mil millones de pesos.¿cuánto significa esto?pues como el 25 por ciento, 20, 25 por ciento del presupuesto nacional.ón"
2022-06-21," no, no, hay que descontarlo, pero sí tenemos en el balance un excedente. entonces, estamos trabajando para que se cumpla con todos los programas. este programa de salud lo tenemos que tener para el año próximo.¿qué significa?que estén en buen estado los centros de salud, las unidades médicas, los hospitales de segundo nivel, los hospitales de especialización, que no falten los médicos generales, que no falten los especialistas, que se atienda los siete días, las 24 horas, que no falten los medicamentos, los estudios clínicos, que se regularice a todo el personal de salud, que no haya trabajadores contratados de manera eventual, sino que todos tengan su base, que sea un servicio universal, gratuito, que se vaya a un hospital si se requiere ser atendido, se hagan todos los estudios, se haga una intervención quirúrgica si es necesaria, se entreguen todos los medicamentos y no tenga el mexicano que pagar nada.ese es el ideal, el sueño, que queremos convertir en realidad el año próximo, por eso vamos a estar aquí los martes y nos estamos reuniendo permanentemente para ver este asunto, que no falten los medicamentos, que lleguen las medicinas hasta el más apartado rincón de nuestro país, donde se requiera, es un desafío.como lo mismo, llevamos cerca de mil 600 sucursales del banco del bienestar construidas, pero son dos mil 700, a finales de este año vamos a estar con dos mil, un poquito más, a mediados del año próximo las dos mil 700.y no es fácil. el domingo fuimos a coatlán del río, en morelos, no estamos hablando de la montaña de guerrero, es coatlán, sí está en límites con guerrero, pero está a dos horas y media de aquí. bueno, pues no hay internet en la cabecera municipal. entonces, para que funcione el banco necesita tener comunicación de internet.¿quién nos ayudó y nos está apoyando en otros casos?la comisión federal de electricidad, para que con satélite se pueda llevar a cabo la comunicación.el internet mismo, tenemos que cumplir para que en todas las comunidades de méxico haya interne. por eso tomamos la decisión de comprar acciones en altán para quedarnos como socios mayoritarios. ya tiene el gobierno, estado mexicano, el pueblo de méxico un sistema de comunicación, que no tenía. desde que se entregó teléfonos de méxico no había; ahora, se tiene ya un sistema de telecomunicación.claro, mixto porque hay también participación privada, hay empresas que tuvieron confianza porque nosotros no podíamos participar si no contábamos con la mayoría de las acciones, es decir, si no era el estado socio mayoritario, lo que nos permite manejar la empresa, tener más asientos en el consejo.y los inversionistas privados que ya estaban en la empresa, nacionales y extranjeros, aceptaron, nos dieron su confianza para que nosotros manejemos la empresa, porque ellos saben que ya no hay corrupción y que se actúa con eficiencia.entonces, eso nos permite tener una red ya para cubrir ya el 70 por ciento de las poblaciones o el 70 por ciento de la población del país con internet, eso es lo que abarca esta empresa, 70 por ciento. nos falta el 30, tenemos que instalar de aquí al año próximo mil antenas y poner en funcionamiento varios kilómetros de la fibra óptica de la comisión federal de electricidad. pero, bueno, estamos en eso y tenemos mucho trabajo, bastante trabajo, y la idea no es dejar nada, nada, nada, en proceso, terminar todo.mucha gente no sabe, pero en esta ocasión nos quitaron, porque fue una reforma que se llevó a cabo, dos meses, o sea, que no van a ser seis años, van a ser cinco años 10 meses. durante mucho tiempo, siglos, los presidentes terminaban a finales de noviembre, 30 de noviembre y la toma de posesión del nuevo presidente era el 1º de diciembre. ahora yo voy a terminar el 30 de septiembre del 24, son dos meses. pero, bueno, tenemos que seguirnos aplicando.y decirle a la gente que nos sigan ayudando, como lo están haciendo, nos están apoyando mucho. la gente está muy contenta porque están viendo resultados. por ejemplo, este fin de semana inauguramos estas sucursales del banco, nos tocó inaugurar el domingo una en iztacalco, ahí en la magdalena mixhuca. es una sucursal grande, que va a atender a muchísimos beneficiarios de los programas de bienestar"
2022-06-21," maletas.bueno, y si lo tienen ustedes ahí, ¿por qué no se lo pasan? compartan.es que, si no lo vemos aquí la gente, no alcanza a informarse bien. porque en los medios convencionales no pasan nada.a ver.( ) "
2022-06-21," bueno.ah, el compañero del norte."
2022-06-21," bueno, habría que ver el estudio. es ya muy difícil que podamos iniciar una obra nueva porque no queremos dejar obras inconclusas.en sinaloa tenemos el compromiso de terminar la presa de santa maría y el distrito de riego de esa presa, es una inversión de 10 mil millones de pesos. llevamos 55 por ciento de avance en la presa, nos falta avanzar más en el distrito de riego, que debemos de llevar como… no, muy poco, apenas estudios, cinco, 10 por ciento, pero queremos terminarlo antes de que concluya el gobierno.y luego en la presa picacho… ah, bueno, la presa santa maría incluye también turbinas para la generación de energía eléctrica, es para control de agua y también para riego, y abasto de agua para rosario y otros municipios del sur de sinaloa.y la presa picacho, también en el sur, pues es la que le está dando agua. nosotros hicimos ahí el acueducto para que no le falte agua a mazatlán.y también ahí estamos construyendo un distrito de riego. ahí sí llevamos un avance como de 40 por ciento. en los dos distritos de riego estamos pensando en cuando menos 60 mil hectáreas de riego.la de picacho también va a tener turbinas para generación de energía eléctrica que vamos a dejar funcionando.y algo muy importante, un acueducto para llevar el agua a concordia, sinaloa, que no tienen agua.entonces, vamos a revisar tu propuesta, a ver qué hay. seguramente ya debe estar ya el estudio y nosotros te respondemos una vez que se conozca bien, sí es viable técnicamente. desde luego que hace falta, pero sí es viable, si tenemos el presupuesto y si nos alcanza el tiempo."
2022-06-21," sí, desde ahora. aquí está el director. a ver.é  "
2022-06-21," sí, claro, es un compromiso, desde luego. és  ló "
2022-06-21, que va a ir alguien a mocorito.é  
2022-06-21," a los que tú conoces, que va a llegar hoy la directora del seguro allá a mocorito.a mocorito se le conocía como la atenas de sinaloa."
2022-06-21," sí, toda esa región, conozco muy bien. además, ahí se elaboraba una de las mejores revistas de arte durante mucho tiempo.ah, aquí está el del pasaporte, es buenísimo esto. ‘ganó petro. me voy a buscar nuevos rumbos. adiós colombia.’ es que esto ¿se acuerdan que pasó aquí? y miren lo que le contesta un mexicano"
2022-06-21, la historia lo dirá.
2022-06-21," a ver, tú puedes platicar sobre los vestigios arqueológicos del tramo 5 en comparación con los otros tramos. por ejemplo, lo que significa en vestigios arqueológicos el tramo 3.  á"
