Fecha,Pregunta,Respuesta
2022-06-26," porque incluso el director de aguas y drenaje es miembro de una familia que ha explotado el agua durante muchos años y que incluso su empresa explota el agua para la coca-cola.

 és  ló "," yademás —esto no es el caso de nuevo león, esto es una cosa general— el conservador es muy egoísta, no le tiene amor el pueblo, aunque vaya a la iglesia todos los domingos, se olvidan de los mandamientos, se olvidan de las enseñanzas y de la obra de jesús cristo, no practican el amor al prójimo, su doctrina verdadera es la hipocresía.

entonces, pueden argumentar incluso que lo más importante es que ellos usen el agua porque ellos están creando empleos y que eso es más importante que dejar de producir o de utilizar agua, y ahí es donde vienen las diferencias de fondo.

acuérdense lo que hacían los conservadores antes, lo que inventaron, fueron a buscar un pensamiento asiático para justificar el no ayudar a los pobres, decían"
2022-06-26," va a llover, ya empezó.

 és  ló "," eso va a ayudar mucho porque ya viene la temporada de lluvia, va a llegar a todo el territorio, y también va a ayudar mucho. pero si todavía no hay agua suficiente, se puede resolver.

"
2022-06-26," sí, presidente, muchas gracias.

y ya como segundo tema, hoy, pues hablando de que los ministros y, bueno, todo el aparato que imparte justicia, muchas veces se van aplicar la ley, como usted lo ha mencionado, mas no la justicia. hoy se van a reunir con la esposa de israel vallarta personal del secretario de gobernación, adán augusto.

nada más para mencionar lo que muchas veces ha sucedido en este procedimiento, porque no es la primera vez que se reúnen en este sentido, es que israel vallarta fue detenido en el montaje que ya todos conocemos, por garcía luna, por loret mola, bueno; sin embargo, en ese montaje se ve claramente que lo están torturando para obtener la declaración.

cuando se dan cuenta los que impartían justicia que no iban a poderlo procesar porque se ve claramente que está haciendo torturado, lo que hicieron fue hacerlo permanecer en prisión, ¿cómo?, fabricando más delitos, una carpeta nueva con fechas anteriores para poder justificar de que ya había una averiguación previa.

entonces, yo tengo un documento que nos hizo llegar israel vallarta, una carta para que usted la pueda leer, también un audio que nos envió. se lo entrego a jesús o a leti, y con todo gusto. nada más eso, por favor, presidente.

 és  ló "," sí, este caso se va a seguir atendiendo. en efecto, por una de esas denuncias ya él debería de estar en libertad, pero sí hay otras, que es a las que haces mención.

ahora que hice una gira por la ciudad de méxico una simpatizante, compañera de él me planteó el tema.

"
2022-06-26," era su esposa.

 és  ló "," su esposa, y le pedí a adán que lo atendiera y lo está atendiendo, y se va a resolver este caso, o sea, son de los asuntos que no vamos a dejar sin atención, vamos a ir al fondo.

porque cuando menos la prueba de que fue golpeado es evidente, o sea, es de dominio público, hasta la podríamos poner ahora. ¿no tienes esa prueba? debe estar en las redes, pero en las redes, donde está hablando y le están… le están… sí, es público. esos montajes, pues, que armaban.

o no lo pasamos, nada más que ustedes… o que la gente lo sepa, pues, que lo puede encontrar en las redes, es seguro que esté ahí en las redes. ¿o no está? es cuando se hace el montaje de televisión que los detienen, también a la señora francesa. si no, lo dejamos. pero sí es importante porque a lo mejor mucha gente no lo ha visto.

¿qué pasa con la comunicación en méxico y en el mundo?

es muy difícil de que baje, de que permee, y a veces pensamos que todo mundo ya está informado. no, es muy difícil. puede ser incluso una noticia muy fuerte, muy difundida y hay un 20 por ciento de la población del país que no se enteró. estamos hablando de noticias muy difundidas y un 20 por ciento no sabe.

por eso también no hay que estar pensando que sólo las redes sociales. sí se ha avanzado mucho, pero todavía su alcance es limitado. y las radios, las estaciones de radio lo mismo, incluso la televisión.

los periódicos están en una situación muy difícil porque ya no se lee el periódico como antes. no deja de haber la costumbre, a mí me gusta, a lo mejor por, bueno, los años ver un periódico, pero ya eso para los jóvenes…

entonces, sí hay que repetir.

el otro día me decía alguien algo interesantísimo, que se los voy a dejar a ustedes de tarea para ver si nos ayudan.

ús í ,    ón  y   "
2022-06-26," ¿en el presente?

 és  ló "," no, en su momento. que era como batman, en el new york times. vamos a ver si lo encontramos y lo ponemos, para que no se esté pensando que la gran prensa no se mete a defender intereses creados o que no se alquila. eso es un buen ejercicio, porque pues antes eran intocables, no se podía tocar al intocable.

parte de los cambios, no sólo en méxico, en el mundo, tienen que llevarnos a la transparencia, que es una regla de oro de la democracia.

y que esos periódicos ofrezcan disculpa, hagan autocriticas, que no caigan en la autocomplacencia y que desde luego rectifiquen, que no repitan el mismo periodismo que en otros tiempos.

pero, bueno, ahí queda eso.

elideth fernández.

"
2022-06-26," (inaudible).

 és  ló "," de todas maneras.

"
2022-06-26," sin lista.

 és  ló "," sin lista mañana, sin lista, sin lista.

y vamos también a tener muy poco tiempo, muy poco tiempo de exposición y más tiempo para contestar preguntas.

ón"
2022-06-26," ¿va a haber mañanera el viernes?

 és  ló "," sí, yo creo que sí va a haber mañanera porque, aunque vamos a ir tabasco, vamos a ir a iniciar la etapa de prueba de la refinería de dos bocas…

va a estar también el velero cuauhtémoc en dos bocas. es un día de fiesta, cumplimos 40 años del triunfo.

ón"
2022-06-26," ¿cuarenta años?

 és  ló ","perdón. sí, es que parece como 40, pero son cuatro años, cuatro años del triunfo, desde que se llevó a cabo la elección y que la gente votó por el cambio que salió como nunca a votar, ha sido la votación con más participación, y votaron por nosotros más de 30 millones de ciudadanos.

entonces, vamos a ir a dos bocas. bueno, vamos a ir a visitar el cuauhtémoc, luego vamos a la refinería, que está ahí mismo, a iniciar la etapa de pruebas.

y luego vamos a tener un acto de un informe trimestral, como los que hacemos, para dar a conocer al país como estamos, cómo vamos en lo económico, en lo social, informar más sobre el plan de seguridad y argumentar con datos del por qué no vamos a cambiar nuestra estrategia de atender las causas de la violencia y no hacer lo de antes, que se quería enfrentar la violencia con la violencia, porque eso fue una estrategia fallida que nos afectó muchísimo, y una estrategia fallida e inhumana. la paz, no hay que olvidarlo, es fruto de la justicia.

además, vamos a dar resultados de cómo vamos avanzando. y nuestros adversarios con sus voceros y achichincles tratan de confundir, desinformar, manipular, diciendo"
2022-06-26," (inaudible).

 és  ló "," sí, pero ya se va quedar en la mañanera.

nada más este.

ón"
2022-06-26," ¿su agenda de hoy, presidente?

 és  ló "," hoy viene el mejor basquetbolista mexicano en toda la historia, que nos da mucho orgullo, el campeón.

ón"
2022-06-26," ¿a qué hora?

 és  ló "," creo que a las 11 y media.

va a estar con nosotros y nos da mucho gusto, porque cuando triunfaron sacó la bandera de méxico. y tengo la información que es origen michoacano. y su número en la camiseta es el número de la casa de la calle donde sus abuelos que vinieron de méxico, que llegaron de méxico, compraron esa primera casa y por eso su número, es el de su camiseta. y tiene a méxico metido en el corazón, en la sangre. es un hijo de migrantes, de una mujer migrante. entonces, estamos muy orgullosos de él.

y esta es, son los terrenos en playa espíritu, son 200 lotes.

una casa en jardines del pedregal, no pues esa está bien.

y reintegros, más de 59 millones. por 200 pesos.

¿lo tienen? miren, él nos viene a ver. lo felicitamos y le agradecemos. eso pasa con nuestros migrantes, nuestros hermanos migrantes, nunca pierden la querencia. además, sus abuelos, sus papás le están recordando siempre lo que es méxico.

ah, ahí está el número 95, era el número de la casa en donde vivía, la que adquirieron sus abuelos, y él quiso poner ese número. ahí nos lo va a explicar ahora que platiquemos.

bueno nos vemos.

esto es…

ón"
2022-06-26," que lo regale.

 és  ló "," aquí a los compañeros, solidaridad.

nos vemos mañana.

---
"
2022-06-23," buenos días, presidente. de enfoque noticias.

bueno, yo quisiera preguntarle qué va a hacer el gobierno una vez que se determinó que todavía no puede recuperar la categoría 1 la aviación mexicana, que podría ser hasta fin de año. pero en las observaciones que hace la  determina que son asuntos o temas respecto a asuntos salariales, incluso consecuencias por el recorte presupuestal que ha sufrido y por lo tanto se ve limitada la aviación, los vuelos, todo esto, y que pueda despegar por fin el aeropuerto, el nuevo aeropuerto.

entonces, ¿cómo va?, ¿qué le dijeron?, ¿y qué van a hacer?

 és  ló "," pues se está haciendo una revisión. se está cumpliendo con todos los requisitos y yo espero que no vaya a haber ningún problema.

desde luego, se aprovechan, hay muchos intereses, empezando por los que no nos quieren y están todavía molestos porque no se construyó el aeropuerto en el lago de texcoco; no se les pasa todavía el enojo, entonces ya se volvieron especialistas en todo.

de repente comenzó una campaña de los riesgos en el actual aeropuerto de la ciudad de méxico, los despachadores, que son profesionales, incluso para decirles a los pasajeros que si había demora en pasar la aduana era culpa mía, era culpa que la secretaría de marina estaba trabajando en el aeropuerto, etcétera, etcétera, etcétera.

pero estamos buscando dar respuestas a todas las peticiones que nos hacen.

debe de también tomarse en cuenta, porque esto es importante, que no todas las organizaciones internacionales son honestas, en todos los ámbitos. cuando se estaba discutiendo lo del espacio aéreo y decían que no podía mantenerse el actual aeropuerto ni el de santa lucía, al construirse el nuevo aeropuerto, porque había invasión del espacio aéreo, la asociación más famosa del mundo estaba actuando de manera facciosa, no profesional.

me acuerdo que en ese entonces nos mandaron un dictamen como a las tres de la mañana, unas horas antes de que nosotros diéramos a conocer cuál iba a ser la postura, si continuábamos o no con la construcción del aeropuerto de texcoco. pero así muchas otras organizaciones internacionales.

es como los medios de información. que porque es el new york times, el washington post, el wall street journal, el financial times. pues no, muchos de esos medios defienden intereses corporativos.  ahora lo estamos viendo con lo de julian assange"
2022-06-23," ¿de cuánto presidente?

 és  ló "," pues como un 20, 30 por ciento, o sea, va a ser a salir cómo…

"
2022-06-23," ¿diez, 12?

 és  ló "," sí, 11, 12, 11 o 12, incluyendo ; o sea, se ajusta a lo que autorizó el consejo de pemex, y esto lo revisa hacienda y lo revisa también la función pública, y está en el rango, pero ayer se desataron todos.

ahora, imagínense, no sólo querían más dinero las empresas para construir la refinería de dos bocas, sino que no entregaban en este sexenio la refinería; nosotros ya vamos a tener la refinería.

va a empezar el periodo de prueba. yo espero que para finales de año, principios del año próximo… ah, porque eso es lo otro también, que están diciendo que no va a haber producción hasta el 25; no, vamos a producir el año próximo en dos bocas y vamos a lograr nuestro propósito de no comprar gasolinas en el extranjero, de ser autosuficientes.

ón"
2022-06-23," en diciembre.

 és  ló "," puede ser diciembre, puede ser el año próximo. es un periodo de prueba.

cuando se inauguró la última refinería que se hizo en salina cruz creo que llevó como un año el periodo de prueba, esto en 1982, porque es un proceso de integración. ahora que vamos a ir, se van a dar cuenta de lo que es.

¿no tienes una foto de la refinería, de cómo está? es una gran obra para procesar 340 mil barriles diarios, vamos a producir en esa refinería el 20, 25 por ciento de toda la gasolina que consumimos en el país.

y les comento algo, para ver si me replican los expertos de el financiero. miren eso, es una obra magna. ¿en cuánto tiempo? tres años y medio. ¿en dónde hacen eso? ¿en qué lugar del mundo?

pero en vez de estar diciendo que esto nos da independencia y seguridad, que no estemos padeciendo lo que lamentablemente están padeciendo los consumidores en estados unidos, en vez de eso, atacar.

acaba de plantear el presidente biden que va a otorgar un subsidio a las gasolinas en estados unidos.

"
2022-06-23," ¿incluiría esos tres puntos?

 és  ló "," lo energético ya lo estamos llevando a cabo, incluso en beneficio de quienes viven en la zona fronteriza. hay estadounidenses que ya están abasteciendo de gasolina en méxico porque es más barata, y tomamos la decisión de mantener los precios y de permitir a todos que carguen la gasolina.

pero también de parte de estados unidos queremos que haya una contribución a la economía de nuestro país, que ese es el plan antiinflacionario conjunto que voy a proponerle al presidente biden. y estoy seguro que van a haber buenos resultados porque el presidente biden está preocupado por esta situación, por eso lo de su propuesta de que se reduzca el precio de las gasolinas; unos hablan de dos dólares el galón, otros que 50 centavos el galón; lo que sea ayuda.

ón"
2022-06-23," (inaudible)

 és  ló "," es que no me puedo adelantar. ya tengo el documento, tengo el documento, sí, y va a ser favorable. pero vámonos despacio porque, si no, distorsionan las cosas.

y es algo que va a ayudar a la gente en estados unidos y va a ayudar a nuestros paisanos mexicanos de aquí y de allá. entonces vamos a esperarnos.

miren la inflación en brasil, en chile, el colombia, en españa, eso todavía, esto es mayo. estados unidos, alemania y méxico, y méxico sube de 7.6 a 7.88. pero aún de 7.88, sin embargo, nuestros adversarios quisieran que nos fuera mal. se olvidan de que en política cuenta mucho la suerte. decía maquiavelo que se requería virtud y fortuna, virtud y suerte.

ah, a todos los damnificados de oaxaca ya se les entregó apoyo, eso también para los que hablaban de… ¿cómo se llamaba esta fuente de corrupción? fonden.

en muy poco tiempo ya tienen su recurso, de manera directa, no están esperando que los proveedores que había en gobernación y los gobiernos compraran a precios elevadísimos las cosas y al final ni le llegaba nada a la gente.

alberto marroquín.

"
2022-06-23," buenos días, señor presidente.

alberto marroquín espinoza, desde  informa, desde cancún; esahoraam.com, desde querétaro, y frecuenciacad.com. somos medios digitales.

señor presidente, de las cuatro entidades que ganó morena el pasado 5 de junio, tres fueron candidatos hombres y una mujer, mara lezama, de quintana roo, a quien ya se le entregó su constancia como gobernadora electa y se convertirá el próximo 25 de septiembre en la primera mujer que gobernará aquella entidad peninsular. en este caso en particular, ¿usted ya platicó con ella posterior a su victoria, señor presidente?

¿y qué representa para usted este triunfo allá en quintana roo?, ya que sabemos que usted fue quien invitó a mara lezama para que se incorporara a la política.

 és  ló "," bueno, pues vamos a esperar a que termine todo el proceso electoral.

decirle a la gente de quintana roo, eso sí, que van a continuar los apoyos, los programas de bienestar, es decir, la pensión a adultos mayores, la pensión a niñas, niños con discapacidad, la producción para el bienestar, el sembrando vida, el apoyo a pescadores, las becas a estudiantes, el programa jóvenes construyendo el futuro.

se está ayudando en todos los municipios. creo que 11 municipios tiene quintana roo, 10 u 11. a ver, porque ya es municipio bacalar, que no lo era, morelos tampoco, antes ya declararon municipio a tulum, 11, sí. en todos estamos trabajando.

y dos cosas muy importantes"
2022-06-23," sí está ocurriendo, la verdad. incluso ellos meten incluso escritos a usted aquí en atención ciudadana. obviamente ya sabemos que usted pudiera leer todos esos escritos es muy difícil, porque son muchos que le llegan al mes seguramente, y obviamente atención ciudadana los remite a los secretarios de estado para que les den respuesta, pero a veces lo que pasa es que el secretario de estado no los lee y se los manda directo al funcionario que realizó el despido; entonces, obviamente ese funcionario pues ¿qué va a decir? que todo está conforme a derecho. entonces, ahí es donde se empieza a desvirtuar.

 és  ló "," lo vamos a revisar y, si tienes los datos, aquí con jesús.

"
2022-06-23," de hecho, función pública ya tiene toda la información de todo lo que he denunciado aquí en la mañanera.

 és  ló "," lo vamos a volver a revisar y que lo atiendan los responsables de la secretaría.

"
2022-06-23," muchas gracias, señor presidente

 és  ló "," muy bien.

beatriz contreras.

"
2022-06-23," buenos días, presidente, compañeros.

beatriz contreras castillo, de revista polemón.

presidente, usted ya ha denunciado en varias ocasiones a la prensa, medios e intelectuales que alquilan o prestan sus servicios, si así le podemos decir, para hablar sobre los intereses de los privados.

en la revista polemón hicimos una investigación acerca de enrique krauze y héctor aguilar camín, porque ellos recibieron durante los sexenios de felipe calderón y de enrique peña nieto 416 millones 384 mil 827 pesos, de los cuales solamente 280 millones fueron para gastos de publicidad oficial. y, bueno, ahora que ya se les acabó ese dinero pues están evidentemente muy enojados.

pero lo que nosotros encontramos fueron unos contratos donde el gobernador enrique alfaro, de jalisco, en su camino de querer ser presidente ha destinado más de 134 millones de pesos en publicidad propia y de esta cantidad desembolsó al menos cinco millones 401 mil 870 pesos para pagar los halagos que públicamente le ha hecho enrique krauze en sus redes.

de hecho, algo que todos pudimos ver fue la vez que el gobernador enrique alfaro mandó a reprimir una manifestación cuando varias personas exigían justicia por el asesinato de giovanny, a quien mataron brutalmente por no portar cubrebocas.

y héctor aguilar camín también recibió recursos por parte del gobernador jalisciense en el 2019, que se le entregaron cinco millones de pesos.

también pudimos ver que krauze comparó a alfaro con mariano otero y pues esto les salió muy caro a los jaliscienses.

¿qué piensa usted estos contratos millonarios que recibieron héctor aguilar camín y enrique krauze?

 és  ló "," pues así era antes, y ya cada vez es menos el que se pague por los halagos, ya cada vez se paga menos por la quema de incienso, ya no es lo mismo. antes, ahora sí que canasteaban, porque sacaban del gobierno federal, sacaban de los gobiernos estatales, sacaban de los organismos autónomos, todo lo que era, por ejemplo, cultura, universidades, y además sacaban de las asociaciones empresariales; les daban, incluso a empresas, corporativos.

entonces, ya no es lo mismo. sigue habiendo financiamiento, pero es menor. lo que falta por transparentar es el dinero que reciben asociaciones como las de claudio x. gonzález del gobierno de estados unidos, eso todavía no está claro.

pero ya se ha limpiado mucho, mucho, mucho y por eso pues el enojo, pero imagínense cuánto ahorro. no les gusta cuando hablo de la austeridad republicana; menos, cuando hablo de que la fase superior de la austeridad republicana es la pobreza franciscana, porque, la verdad, recibían muchísimo dinero y en algunos lugares más que otros.

una vez me contó un director de un periódico que le dijo a un escritor de estos famosos"
2022-06-23," ¿dio respuesta usted al papa, presidente?

 és  ló "," no, pero ayer expresé de cómo de manera muy responsable él aborda este grave asunto. pero sabe lo que estamos haciendo, está informado.

aquí está"
2022-06-23," john kenneth galbraith.

 és  ló "," john kennet galbraith.

¿por qué no pones lo que tiene que ver con mi libro? yo lo cito a él sobre este tema. es un economista de primera, ya falleció, de los grandes economistas, fue nominado al nobel, no sé si se lo dieron.

‘con esta nueva concepción estamos respondiendo a la justificada exigencia social de pacificar el país. siempre se había apostado a la coerción, y nosotros, en cambio, estamos convencidos de que, como sostenía john kenneth galbraith, la delincuencia —fíjense lo que decía— la delincuencia y la convulsión social de nuestras grandes ciudades son producto de la pobreza y de una estructura de clases corruptas, que ignora o menosprecia a los pobres.

‘la solución actualmente aceptada —así el pensamiento dominante— son las medidas policiales, el confinamiento de los individuos de tendencias criminales y la lucha cara y fútil contra el narcotráfico. aun plazo más largo o más allá de cualquier plazo, la solución más humanitaria, improbablemente la menos cara, es acabar con la pobreza, que induce al desorden social. sin embargo, los paisanos de este gran economista se extrañaron mucho y hasta se burlaron, y lo siguen haciendo, cuando dije y repito, abrazos no balazos.

‘podrá llevarnos tiempo pacificar el país, pero la fórmula más segura es atender el fondo. por ejemplo, no olvidar a los jóvenes, no dejarlos sin opciones de estudio y trabajo para evitar que sean enganchados por la delincuencia a cambio de dinero, fama o lujo barato. como es sabido, la búsqueda de estos placeres momentáneos y fugaces casi siempre terminan en mayor tristeza e infelicidad. de modo que la verdadera confrontación con los jefes de las bandas, la real y profunda, lo importante es evitar que se lleven a los jóvenes y dejarlos solos, sin un ejército de reserva para delinquir.’

esta es nuestra estrategia, la he escrito y la voy a defender, la tengo probada, la paz es fruto de la justicia.

bueno, ahora sí con juan carlos guzmán, primera llamada.

"
2022-06-23," señor presidente, buen día.

carlos guzmán, de avanoticias, de cuatro media telecomunicaciones, de veracruz.

dos temas y una queja, muy rápida, porque tengo que salir corriendo con la jefa de gobierno, tengo evento con la jefa de gobierno en iztacalco. rápidamente, si nos puede dar su opinión sobre el tema del caso lozoya. ayer se difundieron nuevos audios en los cuales supuestamente el fiscal alejandro gertz estaría obligando, conminando al papá de emilio lozoya a cambiar de defensor.

de inicio esa, señor presidente. muchísimas gracias.

 és  ló "," no tengo sobe opinión sobre eso, porque pues es una lucha de intereses.

el señor lozoya está acusado de entregar sobornos a legisladores del  y también de manejar dinero en la campaña del licenciado peña nieto. es un asunto que está viendo la fiscalía y hay pues mucha confrontación, participan abogados, y no me quiero meter en eso. sólo repetir que le tengo confianza al fiscal.

ón"
2022-06-23," ¿no hay… en el trato que se le da para llegar al acuerdo con…?

 és  ló "," no, es que yo soy de la opinión de que se debe de buscar que haya testigos protegidos, acá se les llama…

ón"
2022-06-23," criterios de oportunidad.

 és  ló "," criterios de oportunidad, porque lo importante pues conocer lo que sucedió y lo más importante también es que reparen el daño.

ón"
2022-06-23," (inaudible)

 és  ló "," eso corresponde a la fiscalía y a los jueces.

pero si se roban dinero del presupuesto o cometen ilícitos que afectan la vida pública, y se van a litigios, y pueden estar en la cárcel un tiempo y luego salen y hasta se les devuelve el dinero. porque así era antes, nada más recuerden algunos casos sonados, muy sonados, que sí estuvieron en la cárcel —no es lo más agradable estar en la cárcel, ¿no?—, pero después de que estuvieron en la cárcel les regresaron todo el dinero, por influyentismo.

ón"
2022-06-23," ¿se vale negociar, como negoció el fiscal?

 és  ló "," se vale que devuelvan dinero y que eso, claro, que eso les ayude. así lo hacen en estados unidos. primero, a ver, devuelvan.

si por eso creamos el instituto para devolver al pueblo lo robado, porque antes eran decomisos y se anunciaba de que se obtenían residencias, joyas y carros de lujo. ¿se acuerdan el caso de un ciudadano chino-mexicano? tenía cerros de dólares. hubo hasta una entrevista famosa, no sé cómo era, que le hicieron que cuando lo amenazaron supuestamente dijo"
2022-06-23," ¿lo han investigado?

 és  ló "," no, se hizo una investigación y apenas se logró rescatar una casa que se vendió y se les entregó el dinero a los deportistas, creo que en el 2019. pero es importante recuperar el dinero.

ón"
2022-06-23," (inaudible) presidente, como la candidata de morena en san luis potosí a la gubernatura, que fue detenida y se la pasó dos meses en el hospital. regresó 22 millones de pesos y salió pues muy fuerte, caminando.

 és  ló "," pues sí, debería de, además de eso, pues castigarse, pero antes ni los 22 millones, y a mí me importa mucho el que se devuelva el dinero, que es del pueblo.

ón"
2022-06-23," presidente, lozoya no ha regresado el dinero y tampoco ofreció pruebas para culpar a otros.

 és  ló "," pero todavía no sale, ¿no? ¿o ya salió?

"
2022-06-23," no. ¿confía en que lo hará?

 és  ló "," yo sí. no pueden liberarlo si no repara el daño.

yo les platiqué aquí de un caso de una empresa petrolera famosa que entregó sobornos. fue denunciado, como odebrecht en estados unidos, y allá devolvió dinero y en sus declaraciones planteó que había sobornado a funcionarios de pemex en este gobierno.

entonces, nos enteramos, se dio a conocer y dijimos"
2022-06-23," presidente, ¿escuchó los audios?

 és  ló "," leí una síntesis, leí una transcripción de una conversación entre el fiscal y el papá del señor lozoya.

"
2022-06-23," esa es la de ayer.

 és  ló "," ¿esa es…?

"
2022-06-23," esa es la de ayer, la de ayer justamente.

 és  ló "," la de ayer. ¿hay otra nueva?

"
2022-06-23," no, esa es la reciente, la que usted dice es esa.

 és  ló "," esa es la que leí, sí. pero ya con eso, como dijo el del machetazo, ya con eso tengo.

ón"
2022-06-23," ¿no ve una estrategia de…?

 és  ló "," no, mi trabajo es atender todo. por ejemplo, yo cuando fui jefe de gobierno le decía yo al procurador, un gran abogado, bernardo bátiz"
2022-06-23," ¿usted (inaudible) la confianza en el fiscal, entonces?

 és  ló "," yo le tengo confianza al fiscal.

ya nos vamos.

"
2022-06-23," muy rápido, presidente…

 és  ló "," espérame, espérame, te quedas para mañana, el lunes, ahí terminas. es que me están esperando, la verdad. y se queda judith y arturo.

y que la pasen bien.

---
"
2022-06-22," y con órdenes de aprehensión.

 és  ló "," con órdenes de aprehensión.

ón"
2022-06-22," lo conocen en toda la sierra de chihuahua.

 és  ló "," sí. entonces, hay que ver si no había impunidad, protección, arreglos, acuerdos, con quiénes. entonces, sí vamos ir a fondo, que se conozca toda la verdad.

y es seguro que los propios sacerdotes, los propios jesuitas que vivían ahí, las madres, saben todo y con mucho cuidado pueden ayudar; además, son misioneros, es gente que dedica su vida a ayudar a los más desposeídos, a los abandonados, a los débiles. entonces, va a ayudar mucho el que sepamos todo.

ón"
2022-06-22," entonces, ¿también lo saben las autoridades?

 és  ló "," sí, por eso vamos a esperar a que se haga la investigación. vamos despacio, o sea, no caigamos en ninguna provocación.

adelante.

"
2022-06-22," buenos días, presidente.

carlos domínguez, de nación 14. 

preguntarle si estos acontecimientos, estos sucesos lamentables no le hacen replantear la estrategia de seguridad, presidente.

 és  ló "," no; al contrario, este es el camino.

todo esto es el fruto podrido de una política de corrupción, de impunidad, que se implementó desde los tiempos de felipe calderón.

"
2022-06-22," presidente, pero hay más violencia, más asesinatos que en los anteriores.

 és  ló "," sí, porque no se puede arrancar de raíz de la noche a la mañana, de un día para otro un problema que lleva años y que además se propició, se alentó. 

imagínense ustedes, si el secretario de seguridad pública de felipe calderón era protector de un grupo de la delincuencia. es que lo que sucedió fue gravísimo. lo que pasa, que como era un gobierno de la oligarquía, un gobierno de la mafia del poder que tenía el control, y sigue teniendo, de medios de comunicación, de intelectuales, pues todo lo resolvían de manera mediática, hasta que la gente se dio cuenta y por eso se llevó a cabo el cambio en el país. pero el daño fue muy grave, muy grave, y hemos hablado que los errores en política son como crímenes.

dicen"
2022-06-22," presidente, pero…

 és  ló "," esa es una cosa.

y lo otro es que falsificaban información.

pero está desde antes, de cómo fue subiendo. esto es homicidios. claro que convencer pues a los involucrados o voceros de esta mafia no es fácil, tratar de convencer a los periodistas que trabajaban en el régimen, que apoyaban a delincuentes.

¿por qué no nos plática loret mola cuál era su relación con garcía luna? ¿por qué no hace un reportaje sobre eso, en una actitud autocritica? y el mismo calderón, ¿por qué no habla?, no dice nada.

"
2022-06-22," bueno, él finalmente defiende que su estrategia de seguridad fue frontal, que hubo resultados pese a la violencia.

 és  ló "," sí, la estrategia era responder a la violencia con la violencia, pero ni siquiera parejo, sino con los que tenía acuerdos el gobierno o garcía luna, pues podían actuar con impunidad; los que no tenían acuerdo, pues esos sí eran perseguidos y frontalmente atacados, al grado de que se les eliminaba, era ‘mátalos en caliente’.

ahí vamos de nuevo a poner el nivel de asesinados en enfrentamientos cuando calderón, porque se olvida.

este es el que tenemos. sí, pero aquí está. entonces, no es lo mismo agarrarlo aquí, en el 15, que aquí, entramos nosotros. sí, como un 50 por ciento de aumento.

y aquí no hemos aumentado. no ha habido la disminución que quisiéramos, pero hay una contención y hemos logrado, aunque sea poco, bajar.

pero me gustaría que pongamos la gráfica de letalidad, porque todo eso se olvida. esto, miren, este es calderón. 

a ver, les pregunto"
2022-06-22," okey, entonces, ¿quedaría descartado un replanteamiento de la estrategia?, ¿seguimos igual, presidente?

 és  ló "," son dos cosas, y vamos avanzando"
2022-06-22," presidente, pero…

 és  ló ","permíteme, y vas a seguir hablando sin ningún problema.

nunca atendieron las causas, nunca atendieron a los jóvenes, porque desprecian a los pobres, desprecian al pueblo, ese es el fondo del asunto, son clasistas, son racistas.

no vivíamos en una democracia, era una oligarquía. de acuerdo a aristóteles, la oligarquía es el gobierno de los ricos, para hablar en plata; la democracia es el gobierno del pueblo. la democracia era de fachada.

entonces, ahora estamos atendiendo las causas y claro que lleva tiempo, porque con la profunda crisis y sobre todo con la pérdida de valores se desintegraron familias, se afectó el tejido social, se quería hacer valer que lo importante era lo material, el dinero. 

y ahora hay que insistir que sólo siendo buenos podemos ser felices y por eso ‘¡qué barbaridad!’, les extraña, les sorprende y lo ven como una desproporción, un dislate"
2022-06-22," presidente, hace unos días veíamos en redes sociales, circuló mucho un video de unos jóvenes fuertemente armados, jactándose de… ‘ya llegamos y no nos vamos’, al volantín, jalisco, municipio de el salto. y hoy amanecemos con la noticia de un enfrentamiento donde, según datos preliminares, ocho personas habían caído en este acontecimiento.

 és  ló "," sí, es lo mismo, es lo mismo. es que tenemos que seguir insistiendo en que se puede ser feliz trabajando honradamente y con las oportunidades que ahora se tienen para los jóvenes, que reciben becas, que pueden trabajar como aprendices, y eso vamos a seguir. y desde luego lo otro que nos ayuda mucho es no permitir la corrupción y la impunidad.

entonces, cuando me dicen"
2022-06-22," para concluir el tema, presidente, ¿no le viene la reflexión que algo podría estar fallando?

 és  ló "," no.

ón"
2022-06-22," a los jóvenes les es más atractivo, porque están llenas las filas del crimen organizado, de todas las bandas, de jóvenes. vemos los videos; son puros jóvenes, presidente.

 és  ló "," sí, porque es un proceso que lleva tiempo, pero vamos bien, vamos bieny lo puedo probar hasta con números. y desde luego que vamos bien porque yo tengo comunicación con la gente.

aquí pueden mantenerse en una burbuja todos nuestros adversarios. imagínense la plática de ciro con…

ón"
2022-06-22," epigmenio.

 és  ló "," no. con chumel o con loret de mola, con denise dresser o con krauzeo con aguilar camín. se regodean, sí, pero afortunadamente eso no es todo méxico.

"
2022-06-22," presidente, cambiando de tema, rápido, para comentarle un caso que ha sido muy mencionado últimamente.

 és  ló "," ¿de qué periódico eres tú?

"
